event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,767567,831988,64421,Total time spent analyzing index of patch parts
ArenaAllocBytes,77750272,88498176,10747904,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,18562,21186,2624,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2128666,2128666,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,5,5,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,58,58,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,31590,31858,268,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,332708032,334860817,2152785,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,2817,2944,127,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,56256,56256,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,126801029,144483227,17682198,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,8288625759579,9448654479171,1160028719592,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,7704,7704,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,430,457,27,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,430,457,27,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,13809853236,13809853236,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1241931,1401564,159633,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,595464,656723,61259,Context lock wait time in microseconds
CreatedReadBufferOrdinary,242814,270891,28077,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3351131622,3801082703,449951081,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,601910,637749,35839,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,1,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,7956,7956,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,93796,94337,541,Number of files opened.
FileSync,2,2,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1759,1759,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,358570939,407914412,49343473,Number of bytes that passed the filter in the query
FilterTransformPassedRows,86638,87552,914,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,5194,5987,793,Time spent filtering parts by PK.
FunctionExecute,41434641,47203479,5768838,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,6137,7030,893,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,297760896,358443461,60682565,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,64047,72518,8471,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1850179,2237156,386977,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,4397,5283,886,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,45176804,51796416,6619612,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,9861,11106,1245,Number of created server HTTP connections
HTTPServerConnectionsExpired,9653,10869,1216,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,287,327,40,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,9645,10861,1216,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,279,319,40,Number of reused server HTTP connections
HardPageFaults,2,2,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,168824455124,182922121352,14097666228,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,831502,905654,74152,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,9961,11218,1257,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,53868541,57285245,3416704,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,430,457,27,Number of parts inserted in Compact format.
InsertedRows,4383,4661,278,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,2979267,3359876,380609,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,69189340,78017092,8827752,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,19344,19344,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,9325732,9325732,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,448,512,64,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,1321721,1606194,284473,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,66259127088,75724716672,9465589584,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1819,2079,260,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,265036508352,302898866688,37862358336,Total number of rows in the result of a JOIN operation.
LoadedDataParts,25,25,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,2642791,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,4194517,4427407,232890,Number of marks loaded (total across columns).
LoadedMarksFiles,554,584,30,Number of mark files loaded.
LoadedMarksMemoryBytes,8434984,8810920,375936,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1584170596551,1891207837949,307037241398,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,53497,60711,7214,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,961993177,1137806592,175813415,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,20117203,22920603,2803400,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,1971767361,2332876895,361109534,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,53349,60556,7207,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,152610188,183044579,30434391,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,51,51,0,Number of log messages with level Info
LogWarning,5,5,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,38842018,38842018,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,208900,236917,28017,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,554,584,30,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatedWithoutCheck,87319924,99573081,12253157,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,29901873109078,34496043131088,4594170022010,Amount of bytes that has been allocated without checking for memory constraints.
MemoryAllocatorPurge,2,2,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,14013,14013,0,Total time spent for memory allocator purge
MemoryWorkerRun,70593,74348,3755,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,857103179,944391054,87287875,Total time spent by MemoryWorker for background work
Merge,85,90,5,Number of launched background merges.
MergeExecuteMilliseconds,257529,267381,9852,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,220590,229543,8953,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,220975,230007,9032,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,260313254,270475548,10162294,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,981574,1073437,91863,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,36939,37838,899,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,37028,37930,902,Total time spent for projection stage of background merges
MergeSourceParts,520,550,30,Number of source parts scheduled for merges.
MergeTotalMilliseconds,258013,267947,9934,Total time spent for background merges
MergeTreeDataWriterBlocks,430,457,27,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,430,457,27,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,92962970,98835410,5872440,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,4383,4661,278,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,2501,2708,207,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,53868541,57285245,3416704,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeVerticalStageTotalMilliseconds,10,10,0,Total time spent for vertical stage of background merges
MergedColumns,130730,138420,7690,Number of columns merged during the horizontal stage of merges.
MergedIntoCompactParts,76,81,5,Number of parts merged into Compact format.
MergedIntoWideParts,9,9,0,Number of parts merged into Wide format.
MergedRows,261655,281857,20202,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,344602681,372373539,27770858,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,23017,24420,1403,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,129574,141717,12143,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,5171,5461,290,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,71694,76937,5243,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,520,550,30,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,493996,506857,12861,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,179639,211536,31897,Total time spent while merging sorted columns
NetworkReceiveBytes,2998611,3379220,380609,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,672372838,672405984,33146,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,78515072,87342824,8827752,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,4147330,4714364,567034,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,94467050470,108439545572,13972495102,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,144065042167,169406543624,25341501457,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,9326592,9326592,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,2542877142955,2897091718723,354214575768,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,523681792,548651008,24969216,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,341542707,365222256,23679549,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,207943,235868,27925,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,802586,974308,171722,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,34844,34996,152,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,121441,121441,0,Total time of queries that are not SELECT or INSERT.
