arrival_ms,start_ms,end_ms,latency_ms,qid
624.5809,624.6750,215175.5453,214550.8703,np_default_87
1680.9318,1681.0170,213760.3563,212079.3393,np_default_87
7739.3061,7739.3783,221909.0828,214169.7045,np_default_87
9059.3421,9059.4037,223171.8386,214112.4349,np_default_87
9869.3320,9869.4112,27392.9839,17523.5727,p_default_330
13442.2905,13442.3820,30815.9916,17373.6096,p_default_330
34513.0664,34513.1769,46000.3361,11487.1592,p_default_330
35869.7839,35869.8578,239542.9833,203673.1255,np_default_87
36320.0022,36320.0743,239765.1310,203445.0566,np_default_87
45220.6024,45220.7058,243578.1322,198357.4264,np_default_87
49896.9307,49897.0218,249052.5921,199155.5703,np_default_87
51475.3940,51475.4660,68540.6127,17065.1466,p_default_330
56350.2512,56350.3430,73705.7972,17355.4543,p_default_330
72033.2015,72033.3015,257538.9546,185505.6531,np_default_87
74049.0188,74049.1220,259386.3239,185337.2019,np_default_87
75078.8846,75078.9658,98183.2390,23104.2732,p_default_330
77764.0079,77764.0761,109144.2761,31380.2000,p_default_330
78812.8826,78812.9678,260282.0660,181469.0983,np_default_87
83517.5355,83517.6326,261722.3057,178204.6731,np_default_87
86776.8804,86776.9752,262592.2123,175815.2371,np_default_87
86794.8750,86794.9006,263003.4043,176208.5037,np_default_87
88638.0850,88638.1845,121948.3133,33310.1288,p_default_330
93434.5023,93434.5978,262990.5303,169555.9325,np_default_87
94497.2620,94497.3558,263668.6974,169171.3417,np_default_87
97311.8008,97311.8965,131954.8846,34642.9881,p_default_330
105040.0499,105040.1667,267068.1047,162027.9380,np_default_87
105879.5456,105879.6460,264903.7918,159024.1458,np_default_87
110270.0314,110270.1400,267303.8814,157033.7414,np_default_87
116508.1719,116508.2448,157655.4116,41147.1669,p_default_330
117214.4990,117214.5607,268326.4269,151111.8662,np_default_87
120941.3068,120941.3818,164623.0120,43681.6301,p_default_330
126779.1036,126779.2106,173694.6851,46915.4745,p_default_330
143765.2637,143765.3547,192529.6540,48764.2992,p_default_330
144543.7508,144543.8141,270462.8876,125919.0735,np_default_87
145898.5679,145898.6435,271326.5392,125427.8956,np_default_87
147875.3575,147875.4300,271361.2496,123485.8196,np_default_87
152094.7056,152094.8097,195986.8984,43892.0887,p_default_330
165459.4175,165459.5049,275136.7441,109677.2393,np_default_87
165494.9880,165495.0202,205094.5469,39599.5267,p_default_330
165709.2751,165709.3546,275594.2837,109884.9291,np_default_87
177249.3360,177249.4183,208738.5297,31489.1115,p_default_330
