event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,359081,360851,1770,Total time spent analyzing index of patch parts
ArenaAllocBytes,84275200,86634496,2359296,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,20435,21011,576,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1500178,1500178,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,206,220,14,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,155,169,14,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,206,220,14,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,216313,216313,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,201,201,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,68934,68934,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,127690514,130377503,2686989,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,8413932849222,8590995561796,177062712574,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,9849,10081,232,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,24073401893,25028209386,954807493,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,603101,628065,24964,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,10272,10527,255,Total number of CPU slots acquired
ConcurrencyControlUpscales,10272,10527,255,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,25246594326,26599778501,1353184175,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,246,258,12,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,5418997,8429820,3010823,Total time a query was waiting for a query slots
ContextLock,466338,478123,11785,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,293927,294175,248,Context lock wait time in microseconds
CreatedReadBufferOrdinary,189657,195271,5614,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1890579854,1928038865,37459011,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,16,16,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,7,9,2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,7,9,2,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,4053464,4178428,124964,Number of dequeues invoked at all FairPolicyNodes
FileOpen,442,442,0,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1277,1277,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,2116,2161,45,Time spent filtering parts by PK.
FunctionExecute,42232066,43149661,917595,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,4836,4836,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,179129995,179261084,131089,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,12653,12860,207,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,304491,304881,390,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,3087,3087,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,30900170,30900170,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,157,170,13,Number of created server HTTP connections
HTTPServerConnectionsExpired,73,79,6,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,198,200,2,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,73,79,6,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,198,200,2,Number of reused server HTTP connections
HardPageFaults,29,29,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,43283203396,44481761741,1198558345,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,382109,393415,11306,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,326,337,11,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,348798,362201,13403,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,271028,291902,20874,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1259,1259,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,245592,245592,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,596,616,20,Total number of rows in the build table for a JOIN operation.
