event,value,description
RecomputeWeight,893,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,4053464,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,868,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,326,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,325,"Same as Query, but only for SELECT queries."
InitialQuery,326,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,801,Count queries with all subqueries
SelectQueriesWithSubqueries,800,Count SELECT queries with all subqueries
FailedQuery,7,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,7,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,29588597365,Total time of all queries.
SelectQueryTimeMicroseconds,29588589884,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7481,Total time of queries that are not SELECT or INSERT.
FileOpen,442,Number of files opened.
Seek,38832,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,662315,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2609358201942,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,150,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1277,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,2555342981971,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,127690514,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
