event,value,description
Query,1997,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1230,"Same as Query, but only for SELECT queries."
InitialQuery,1997,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3860,Count queries with all subqueries
SelectQueriesWithSubqueries,3093,Count SELECT queries with all subqueries
QueryTimeMicroseconds,74898788635,Total time of all queries.
SelectQueryTimeMicroseconds,74896344808,Total time of SELECT queries.
OtherQueryTimeMicroseconds,2443827,Total time of queries that are not SELECT or INSERT.
FileOpen,4764,Number of files opened.
Seek,118190,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,926312,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,10937914658630,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,768,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,43693,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,767,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,876591,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,10736095415691,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,532892828,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,35109094762697,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1064922,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,3829,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1662700,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2151272,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,221319010839,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,57153,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,234582016,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,182404227,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,1068307,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,110,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,12074,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,12126,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1068771,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,6113959604,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,32432,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,32495723,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,282550,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1530139,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2433835,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1171,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,902270,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1943030,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,47969,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,41163577,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,46151,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,46103,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,11476640,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,8446296,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,84215,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,681938218614,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,70622789,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,91420,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,113117,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,2584,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,382173179454,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1528692717816,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,5461,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2647608,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,3849393,Total time spent executing query plan optimizations.
SelectedParts,12100,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,12100,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,12100,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,88800690,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,88800690,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,726045886644,Number of rows SELECTed from all tables.
SelectedBytes,35047015378956,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,726045861420,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,726045861420,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,27,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,Microseconds spent by MergeTree tables for loading data parts during initialization.
