event,value,description
RecomputeWeight,8122,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,28502013,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,4208,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,2118,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2117,"Same as Query, but only for SELECT queries."
InitialQuery,2118,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,5255,Count queries with all subqueries
SelectQueriesWithSubqueries,5254,Count SELECT queries with all subqueries
QueryTimeMicroseconds,106255096094,Total time of all queries.
SelectQueryTimeMicroseconds,106255088239,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,3847,Number of files opened.
Seek,276343,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,4724691,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,18630000500388,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,18433375509451,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,918684788,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,60534106164996,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1251904,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,3518,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,3442333,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2532920,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,289148356921,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,134675,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,552202240,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,309689385,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,1255217,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,4202,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,4214,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1255448,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,14655120303,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112880455,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,491439,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,2245267,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2740317,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,3800,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,2062,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,18546910,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,8642444,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,138000,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,94638943,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,135294,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,135146,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,149006627,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,10911043104,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,148948002,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,4525152360672,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,4248135397,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,2743969,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,388317,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,4104,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,606980932074,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,2427923728296,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,17548,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,5437430,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,8716741,Total time spent executing query plan optimizations.
SelectedParts,4208,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,4208,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,4208,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,154410456,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,154410456,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1262479776838,Number of rows SELECTed from all tables.
SelectedBytes,60474221833510,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1262479745808,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1262479745808,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
