event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2989968,5003795,2013827,Total time spent analyzing index of patch parts
ArenaAllocBytes,749858816,947515392,197656576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,182931,231187,48256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1830861,1830861,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,635080,746111,111031,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1319,1393,74,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,388317,388317,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,1248646147,1578140479,329494332,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,82276288384026,103987255720966,21710967336940,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,105889,105889,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,96681850694,96681850694,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2745916,2745916,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,105889,105889,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,105889,105889,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,87113516356,87113516356,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1806,1806,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,86431,86431,0,Total time a query was waiting for a query slots
ContextLock,4909637,6202213,1292576,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1347781,1982016,634235,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1706474,2155295,448821,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,18536589504,23836236814,5299647310,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,23,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,45931151,45931151,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,4701,5532,831,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,1123,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,26922,36416,9494,Time spent filtering parts by PK.
FunctionExecute,421083342,532477299,111393957,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,3800,9812,6012,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,101877931,297214799,195336868,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,170663,225389,54726,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,9127814,17795050,8667236,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,2062,8067,6005,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,18546910,48576457,30029547,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1001,1205,204,Number of created server HTTP connections
HTTPServerConnectionsExpired,16,19,3,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,2858,3611,753,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,10,11,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,2852,3603,751,Number of reused server HTTP connections
HardPageFaults,207,207,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,392827080178,496057444313,103230364135,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,3442781,4348229,905448,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,2874,3629,755,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,3070663,3855638,784975,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,3371041,4233352,862311,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1671,1671,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,249046,249046,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,5596,7088,1492,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,6211933,12661184,6449251,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,827647489251,1048314046428,220666557177,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,22184,27562,5378,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,3310589957004,4193256185712,882666228708,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,1940732,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,5137966226019,12279914348529,7141948122510,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,167201,221172,53971,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,5435756634,7380831390,1945074756,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,203224708,256458784,53234076,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,11295459568,30729402355,19433942787,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,167053,221017,53964,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,155515656,334729162,179213506,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6949274,6949274,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,1706243,2155064,448821,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,344560,412527,67967,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1205964470,1541566721,335602251,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1182,1284,102,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3346,3746,400,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,764,830,66,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,8581,9400,819,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,37980,40616,2636,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,1164238,1565724,401486,Total time spent while merging sorted columns
NetworkReceiveBytes,3072334,3857309,784975,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,112912608,112994478,81870,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,3620087,4482398,862311,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,658231,873733,215502,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,749702579522,958743622914,209041043392,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
