event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2031875,2743969,712094,Total time spent analyzing index of patch parts
ArenaAllocBytes,395964416,552202240,156237824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,96531,134675,38144,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1830861,1830861,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,429351,543681,114330,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1170,1253,83,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,388317,388317,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,658584586,918684788,260100202,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,43395633928290,60534106164996,17138472236706,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,67378,67378,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,56870816847,56870816847,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1573413,1573413,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,67378,67378,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,67378,67378,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,47426421859,47426421859,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1052,1052,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,50723,50723,0,Total time a query was waiting for a query slots
ContextLock,2598907,3612519,1013612,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,957530,1304513,346983,Context lock wait time in microseconds
CreatedReadBufferOrdinary,900992,1255448,354456,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,11161410036,14655120287,3493710251,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,23,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,28502013,28502013,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2832,3847,1015,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,1123,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,16925,22155,5230,Time spent filtering parts by PK.
FunctionExecute,222012903,309689385,87676482,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2825,3800,975,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,62816266,94638891,31822625,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,94432,137995,43563,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,4595817,8642431,4046614,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,1087,2056,969,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,15111034,18546910,3435876,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,592,801,209,Number of created server HTTP connections
HTTPServerConnectionsExpired,11,13,2,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,1508,2103,595,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,1503,2097,594,Number of reused server HTTP connections
HardPageFaults,207,207,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,207462847168,289141016448,81678169280,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1817769,2532913,715144,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1520,2117,597,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1625020,2243347,618327,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,1788435,2472727,684292,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1671,1671,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,249046,249046,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,2944,4104,1160,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,3731191,5437430,1706239,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,435417120864,606980932074,171563811210,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,14444,17548,3104,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1741668483456,2427923728296,686255244840,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,1940732,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,2650403663446,4525152360425,1874748696979,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,92324,135290,42966,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3161996749,4248135308,1086138559,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,106970558,148947998,41977440,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,6715351261,10911043104,4195691843,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,92176,135136,42960,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,78740704,149006616,70265912,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6949274,6949274,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,900761,1255217,354456,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,207781,276342,68561,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,779429063,976861572,197432509,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,978,1080,102,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2781,3071,290,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,632,698,66,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,7339,7986,647,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,33707,36068,2361,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,664266,814043,149777,Total time spent while merging sorted columns
NetworkReceiveBytes,1626691,2245018,618327,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,112855968,112880446,24478,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2037481,2721773,684292,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,376549,491312,114763,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,423988279911,573446393840,149458113929,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,239445925618,447626660405,208180734787,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,1287606272,1287606272,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,13428444441257,18699957015268,5271512574011,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,4096,4096,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,12204,16980,4776,"Number of bytes written to filesystem, including page cache, as well as network and other files."
