event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2743969,2989968,245999,Total time spent analyzing index of patch parts
ArenaAllocBytes,552202240,749858816,197656576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,134675,182931,48256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1830861,1830861,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,543681,635080,91399,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1253,1319,66,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,388317,388317,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,918684788,1248646147,329961359,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,60534106164996,82276288384026,21742182219030,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,67378,105889,38511,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,56870816847,96681850694,39811033847,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1573413,2745916,1172503,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,67378,105889,38511,Total number of CPU slots acquired
ConcurrencyControlUpscales,67378,105889,38511,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,47426421859,87113516356,39687094497,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1052,1806,754,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,50723,86431,35708,Total time a query was waiting for a query slots
ContextLock,3612568,4909592,1297024,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1304513,1347781,43268,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1255448,1706474,451026,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,14655120303,18536589504,3881469201,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,23,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,28502013,45931151,17429138,Number of dequeues invoked at all FairPolicyNodes
FileOpen,3847,4701,854,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,1123,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,22155,26922,4767,Time spent filtering parts by PK.
FunctionExecute,309689385,421083342,111393957,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
