event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,751809,751809,Total time spent analyzing index of patch parts
ArenaAllocBytes,651264,120188928,119537664,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,19,29203,29184,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1830861,1830861,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,40029,228564,188535,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,41,834,793,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,388317,388317,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,90,199241870,199241780,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,13128562513518,13128558288668,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,28960,28960,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,33587689717,33587689717,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,952848,952848,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,28960,28960,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,28960,28960,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,28811547385,28811547385,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,456,456,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,29312,29312,Total time a query was waiting for a query slots
ContextLock,4317,794563,790246,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,5,265718,265713,Context lock wait time in microseconds
CreatedReadBufferOrdinary,187,272450,272263,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2404838,4721347205,4718942367,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,23,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,15156746,15156746,Number of dequeues invoked at all FairPolicyNodes
FileOpen,245,856,611,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,1123,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,0,6786,6786,Time spent filtering parts by PK.
FunctionExecute,19,67168220,67168201,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
