event,value,description
RecomputeWeight,12375,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,45931151,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,7224,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,3629,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,3628,"Same as Query, but only for SELECT queries."
InitialQuery,3629,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,9020,Count queries with all subqueries
SelectQueriesWithSubqueries,9019,Count SELECT queries with all subqueries
QueryTimeMicroseconds,259957212202,Total time of all queries.
SelectQueryTimeMicroseconds,259957204347,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,5532,Number of files opened.
Seek,412527,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,7237927,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,32065754810729,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,31676988126423,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,1578140479,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,103987255720966,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,2150186,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,5083,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,5540894,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,4348229,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,496057444313,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,231187,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,947515392,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,532477299,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,2155064,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,7218,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,7230,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,2155295,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,23836236814,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112994478,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,873733,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3857309,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,4482398,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,9812,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,8067,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,48576457,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,17795050,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,225389,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,297214799,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,221172,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,221017,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,334729162,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,30729402355,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,256458784,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,12279914348529,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,7380831390,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,5003795,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,388317,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,7088,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,1048314046428,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,4193256185712,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,27562,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,12661184,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,19313594,Total time spent executing query plan optimizations.
SelectedParts,7224,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,7224,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,7224,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,265081068,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,265081068,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,2167336936476,Number of rows SELECTed from all tables.
SelectedBytes,103868962987826,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,2167336902024,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,2167336902024,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,36416,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,38544681,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,1565724,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,746111,Time spent in executeStep() for Common executor tasks.
