event,value,description
RecomputeWeight,4037,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,15156746,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1824,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,464,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,463,"Same as Query, but only for SELECT queries."
InitialQuery,464,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1150,Count queries with all subqueries
SelectQueriesWithSubqueries,1149,Count SELECT queries with all subqueries
QueryTimeMicroseconds,31949965885,Total time of all queries.
SelectQueryTimeMicroseconds,31949958030,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,856,Number of files opened.
Seek,70597,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1197068,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,4063598800699,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,4000011787279,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,199241870,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13128562513518,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,271717,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,707,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1101910,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,549617,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,62740229068,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,29203,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,120188928,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,67168220,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,272219,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,906,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,918,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,272450,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,4721348764,Total time spent waiting for read syscall. This include reads from page cache.
