event,value,description
RecomputeWeight,12375,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,45931151,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,7224,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,2874,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2873,"Same as Query, but only for SELECT queries."
InitialQuery,2874,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,7138,Count queries with all subqueries
SelectQueriesWithSubqueries,7137,Count SELECT queries with all subqueries
QueryTimeMicroseconds,148033894657,Total time of all queries.
SelectQueryTimeMicroseconds,148033886802,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,4701,Number of files opened.
Seek,344560,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,5909175,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,25410917915354,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,25064678454131,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,1248646147,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,82276288384026,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1702136,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,4312,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4328973,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,3442781,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,392827080178,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,182931,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,749858816,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,421083342,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,1706243,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,5710,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,5722,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1706474,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,18536589504,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112912608,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,658231,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3072334,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,3620087,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,3800,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,2062,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,18546910,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,9127814,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,170663,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,101877931,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,167201,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,167053,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,155515656,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,11295459568,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,203224708,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,5137966226019,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,5435756634,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,2989968,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,388317,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,5596,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,827647489251,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,3310589957004,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,22184,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,6211933,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,10008084,Total time spent executing query plan optimizations.
SelectedParts,5716,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,5716,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,5716,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,209745762,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,209745762,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1714908356730,Number of rows SELECTed from all tables.
SelectedBytes,82171592420302,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1714908323916,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1714908323916,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,26922,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,28538031,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,1164238,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,635080,Time spent in executeStep() for Common executor tasks.
