event,value,description
Query,6,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,5,"Same as Query, but only for SELECT queries."
InitialQuery,6,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,13,Count queries with all subqueries
SelectQueriesWithSubqueries,12,Count SELECT queries with all subqueries
QueryTimeMicroseconds,22992,Total time of all queries.
SelectQueryTimeMicroseconds,15137,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,245,Number of files opened.
Seek,4974,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,73616,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,219285160,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,599687,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,90,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheMisses,161,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,19,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,278,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,26692102,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,19,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,651264,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,19,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
CreatedReadBufferOrdinary,187,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2404838,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112745351,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,586,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1920,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,249046,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,661,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,53662,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,127,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,720,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,185395,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,126,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,67,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,10365,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,116,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,171,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,7644341,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,10404,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
QueryPlanOptimizeMicroseconds,421,Total time spent executing query plan optimizations.
SelectedRows,25810,Number of rows SELECTed from all tables.
SelectedBytes,1738245,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
