event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,751809,1835197,1083388,Total time spent analyzing index of patch parts
ArenaAllocBytes,120188928,239726592,119537664,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,29203,58387,29184,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1830861,1830861,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,228564,338559,109995,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,834,1096,262,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,388317,388317,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,199241870,398326415,199084545,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13128562513518,26246602827260,13118040313742,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,28960,28960,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,33587689717,33587689717,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,952848,952848,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,28960,28960,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,28960,28960,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,28811547385,28811547385,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,456,456,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,29312,29312,0,Total time a query was waiting for a query slots
ContextLock,794612,1581019,786407,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,265718,902757,637039,Context lock wait time in microseconds
CreatedReadBufferOrdinary,272450,544376,271926,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,4721348764,8145651529,3424302765,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,23,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,15156746,15156746,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,856,1815,959,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,1123,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,6786,13464,6678,Time spent filtering parts by PK.
FunctionExecute,67168220,134336421,67168201,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1231,2825,1594,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5679095,56713124,51034029,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,25083,58417,33334,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,517121,4038661,3521540,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,1087,1087,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,473829,15111034,14637205,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,180,387,207,Number of created server HTTP connections
HTTPServerConnectionsExpired,3,6,3,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,456,911,455,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,455,908,453,Number of reused server HTTP connections
HardPageFaults,207,207,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,62740229068,125389223143,62648994075,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,549617,1098298,548681,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,464,921,457,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,499463,973125,473662,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,540006,1067795,527789,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1671,1671,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,249046,249046,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,892,1784,892,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,635452,3244224,2608772,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,131926654827,263853309654,131926654827,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,8217,12022,3805,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,527706619308,1055413238616,527706619308,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,1940732,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,617302934752,2047250043720,1429947108968,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,24031,56908,32877,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1201668203,2274569570,1072901367,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,32496110,64638490,32142380,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,662788480,6373135172,5710346692,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,23883,56753,32870,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,6216679,72168364,65951685,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6949274,6949274,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,272219,544145,271926,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,70597,138529,67932,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,372117482,612775002,240657520,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,773,876,103,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1929,2455,526,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,499,566,67,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5565,6760,1195,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,26806,31838,5032,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,360828,471621,110793,Total time spent while merging sorted columns
NetworkReceiveBytes,501134,974796,473662,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,112782445,112832934,50489,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,789052,1316841,527789,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,164696,267459,102763,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,156034354988,288220829160,132186474172,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,15481246604,222171897700,206690651096,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,1287606272,1287606272,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,4078890025300,8114423447800,4035533422500,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,4096,4096,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,3756,7412,3656,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,271717,542744,271027,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,1101910,2139350,1037440,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,707,1606,899,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,7855,7855,0,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,1931187,1931350,163,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,29,38,9,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,438,511,73,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1150,2286,1136,Count queries with all subqueries
Query,464,921,457,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,906,1818,912,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,918,1830,912,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,1312791,5383068,4070277,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,31949965885,54287287124,22337321239,Total time of all queries.
