event,value,description
RecomputeWeight,8122,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,28502013,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,4206,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1519,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1518,"Same as Query, but only for SELECT queries."
InitialQuery,1519,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3770,Count queries with all subqueries
SelectQueriesWithSubqueries,3769,Count SELECT queries with all subqueries
QueryTimeMicroseconds,76930608946,Total time of all queries.
SelectQueryTimeMicroseconds,76930601091,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7855,Total time of queries that are not SELECT or INSERT.
FileOpen,2832,Number of files opened.
Seek,207781,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,3541017,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,13378637202961,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,120,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1123,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,13216718967424,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,658584586,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,43395633928290,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,898403,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,2563,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,2696328,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1817762,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,207455506695,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,96531,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,395964416,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,222012903,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,900761,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,3010,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,3022,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,900992,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,11161410036,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112855958,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,376444,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1626442,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2018956,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,2825,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,1087,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,15111034,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,4595815,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,94427,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,62816234,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,92320,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,92165,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,78740692,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,6715351261,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,106970554,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,2650403663272,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,3161996640,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,2031875,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,388317,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,2944,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,435417120864,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1741668483456,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,14444,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,3731191,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,6248230,Total time spent executing query plan optimizations.
SelectedParts,3016,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,3016,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,3016,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,110670612,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,110670612,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,904857185648,Number of rows SELECTed from all tables.
SelectedBytes,43346739891738,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,904857156216,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,904857156216,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
