at_ms,qid
3288,np_default_113
8864,np_default_113
13019,p_default_94
17730,p_default_94
40830,np_default_113
45529,p_default_94
47795,np_default_113
67908,p_default_94
74338,p_default_94
99047,p_default_94
102588,p_default_94
116934,p_default_94
128377,p_default_94
153702,p_default_94
159489,p_default_94
167251,p_default_94
189278,np_default_113
189661,p_default_94
191656,np_default_113
200648,p_default_94
218293,p_default_94
233835,p_default_94
238619,np_default_113
250623,p_default_94
263299,np_default_113
284367,p_default_94
294541,p_default_94
311412,p_default_94
318583,p_default_94
319077,p_default_94
340519,p_default_94
343579,p_default_94
369799,p_default_94
380116,np_default_113
390749,np_default_113
407227,p_default_94
415890,np_default_113
423627,p_default_94
426476,p_default_94
432755,p_default_94
440338,p_default_94
440717,np_default_113
441501,p_default_94
450826,p_default_94
457909,np_default_113
458011,np_default_113
463836,p_default_94
470096,p_default_94
473298,p_default_94
474708,p_default_94
489832,p_default_94
490030,p_default_94
493047,np_default_113
496658,p_default_94
498652,np_default_113
500634,p_default_94
512237,p_default_94
531891,p_default_94
554294,np_default_113
558722,np_default_113
568544,p_default_94
581889,np_default_113
584106,p_default_94
618245,np_default_113
657498,p_default_94
708322,p_default_94
723515,p_default_94
727576,p_default_94
737681,p_default_94
740669,p_default_94
762383,np_default_113
768334,np_default_113
777708,np_default_113
814371,p_default_94
823355,p_default_94
844640,p_default_94
845330,p_default_94
847541,p_default_94
850821,p_default_94
855348,p_default_94
861979,p_default_94
866828,p_default_94
873123,np_default_113
874435,np_default_113
875533,p_default_94
883867,p_default_94
885624,p_default_94
886612,p_default_94
893314,p_default_94
894735,p_default_94
