event,value,description
Query,2,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2,"Same as Query, but only for SELECT queries."
InitialQuery,2,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2,Count queries with all subqueries
SelectQueriesWithSubqueries,2,Count SELECT queries with all subqueries
QueryTimeMicroseconds,22991,Total time of all queries.
SelectQueryTimeMicroseconds,22991,Total time of SELECT queries.
FileOpen,250,Number of files opened.
Seek,9461,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,141434,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,416052745,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,599687,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,90,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheMisses,161,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,30,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,285,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,27762623,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
CreatedReadBufferOrdinary,187,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5666300,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,43,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,149,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,498,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,9643,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,660,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,74323,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,150,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,718,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,10364002,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,127,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,69,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5150,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,83,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,173,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,11500253,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,7418,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
QueryPlanOptimizeMicroseconds,79,Total time spent executing query plan optimizations.
SelectedRows,74,Number of rows SELECTed from all tables.
