event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,486,486,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,1835008,1835008,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,448,448,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,73830,76789,2959,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,57,73,16,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,8192,8192,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,1069725,1069725,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,1,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,90,3027046,3026956,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,199455991472,199451766622,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,489,489,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,135842395,135842395,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,2359,2359,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,489,489,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,489,489,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,63319846,63319846,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,7,7,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,96,96,Total time a query was waiting for a query slots
ContextLock,5931,16885,10954,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,25,1744,1719,Context lock wait time in microseconds
CreatedReadBufferOrdinary,187,4367,4180,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5666300,891640754,885974454,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,100808,100808,Number of dequeues invoked at all FairPolicyNodes
FileOpen,250,298,48,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,29,29,Time spent filtering parts by PK.
FunctionExecute,0,998288,998288,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,660,1071,411,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,10364002,10685381,321379,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,718,1343,625,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,150,39052,38902,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,74323,151888,77565,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,2,9,7,Number of created server HTTP connections
HTTPServerConnectionsExpired,1,2,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,6,6,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,1,2,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,6,6,Number of reused server HTTP connections
HardPageFaults,33,575,542,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
