event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,31961,38635,6674,Total time spent analyzing index of patch parts
ArenaAllocBytes,53358592,97398784,44040192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,12909,23661,10752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,167,167,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,15389,16608,1219,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,96,129,33,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,113117,113117,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,162687488,236742589,74055101,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,10718336138687,15597409448671,4879073309984,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,22097,31018,8921,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,59299859993,70084771615,10784911622,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1263487,1545248,281761,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,22098,31019,8921,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,2,0,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,2,2,0,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlUpscales,22097,31018,8921,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,13779540533,20803036320,7023495787,Total time a query was waiting on resource requests for CPU slots.
ContextLock,666741,982444,315703,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,32680,35318,2638,Context lock wait time in microseconds
CreatedReadBufferOrdinary,254145,433551,179406,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2260039290,2924814894,664775604,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,18221,25485,7264,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,1869,2809,940,Number of files opened.
FileSync,294,528,234,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,416754,658707,241953,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,11350,16217,4867,Time spent filtering parts by PK.
FunctionExecute,55648443,81003375,25354932,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
