event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,38635,59641,21006,Total time spent analyzing index of patch parts
ArenaAllocBytes,97398784,121630720,24231936,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,23661,29577,5916,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,167,167,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16608,18976,2368,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,129,137,8,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,113117,113117,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,236742589,310688420,73945831,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,15597409448671,20469190289459,4871780840788,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,31018,41238,10220,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,70084771615,99388038197,29303266582,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1545248,2193573,648325,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,31019,41239,10220,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,2,0,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,2,2,0,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlUpscales,31018,41238,10220,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,20803036320,28200130118,7397093798,Total time a query was waiting on resource requests for CPU slots.
ContextLock,982487,1281374,298887,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,35318,74257,38939,Context lock wait time in microseconds
CreatedReadBufferOrdinary,433551,554448,120897,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2924814894,3974275515,1049460621,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,25485,25554,69,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,2809,3166,357,Number of files opened.
FileSync,528,531,3,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,658707,660542,1835,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
