event,start_value,end_value,diff,description
AsyncLoaderWaitMicroseconds,2501870,0,-2501870,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,0,-53,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,0,-3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,0,-53,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,694,0,-694,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,2,0,-2,Time spent resetting task for Common executor.
CompressedReadBufferBlocks,78,0,-78,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,0,-3618724,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,1101,0,-1101,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,10,0,-10,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,0,-167,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,286628,0,-286628,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,0,-11,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,224,0,-224,Number of files opened.
GlobalThreadPoolExpansions,653,0,-653,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,858141,0,-858141,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,704,0,-704,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,35,0,-35,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,75032,0,-75032,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,0,-1,Number of created server HTTP connections
IOBufferAllocBytes,21110981,0,-21110981,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,249,0,-249,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,0,-1,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,0,-249,Number of bytes received through HTTP interfaces
LoadedDataParts,15,0,-15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2667938,0,-2667938,Microseconds spent by MergeTree tables for loading data parts during initialization.
LocalThreadPoolBusyMicroseconds,7966703,0,-7966703,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,114,0,-114,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,4014,0,-4014,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,165,0,-165,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,21,0,-21,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,63,0,-63,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,4614,0,-4614,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,0,-1,Number of log messages with level Debug
LogInfo,48,0,-48,Number of log messages with level Info
LogWarning,3,0,-3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6899372,0,-6899372,Cumulative time spend in logging
MainConfigLoads,1,0,-1,Number of times the main configuration was reloaded.
MemoryAllocatorPurge,1,0,-1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7245,0,-7245,Total time spent for memory allocator purge
