timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5056.41,1,8192,2,8998,592612900,2,7,54,27,318651,4,2345,5,7455504,56,1,4,1340,120580,2,2056,27,2769160,4337913,175625370,27,47,2,1,1,3,396,1,174891420,173294461,10152248,13452091,13468475,2,1,591892004,73389,73389,2,2,2,13452091,6,3,3658,2899310,144140,18827,1336,174891420,299824,2624662,397
10060.56,1,8192,2,31643,2084639180,2,7,54,27,545406,4,8521,5,7455504,56,1,4,4669,169070,2,2056,27,5906021,6639957,613605422,27,47,2,1,1,3,396,1,611230108,609541672,17044629,47367737,47367737,2,1,2083459532,73389,73389,2,2,2,47351353,6,3,4542,4805490,281722,32429,4665,611230108,512977,5625017,397
15065.04,1,8192,2,77704,5119750900,2,7,54,27,853990,4,21085,5,7455504,56,1,4,11438,169108,2,2056,27,10385123,6640157,1504031059,27,47,2,1,1,3,396,1,1498456476,1496739748,22422668,116341591,116357975,2,1,5119030004,73389,73389,2,2,2,116341591,6,3,4546,5377524,338711,39612,11434,1498456476,814378,10047186,397
20069.02,1,8192,2,123823,8158663708,2,7,54,27,1158022,4,33661,5,7455504,56,1,4,18215,169161,2,2056,27,14868497,6640322,2395509891,27,47,2,1,1,3,396,1,2386731420,2385118286,27789092,185413749,185413749,2,1,8157484060,73389,73389,2,2,2,185397365,6,3,4546,5941644,394859,46850,18211,2386731420,1111172,14474400,397
25073.38,1,8192,2,169879,11193459814,2,7,54,27,1464058,4,46222,5,7455504,56,1,4,24984,169215,2,2056,27,19352218,6640518,3285806564,27,47,2,1,1,3,396,1,3273826716,3272235931,33162260,254371219,254387603,2,1,11192333636,73389,73389,2,2,2,254371219,6,3,4887,6509077,465306,54040,24980,3273826716,1410018,18887843,397
30076.96,1,8192,2,216163,14243439448,2,7,55,27,1784935,4,58900,5,7720956,56,1,4,31784,169288,2,2056,27,42737889,6894273,4180444344,27,47,2,1,1,3,396,1,4165247388,4163806847,60843383,323703362,323703362,2,1,14242227032,73389,73389,2,2,2,323686978,6,3,10731,7097012,585226,61285,31780,4165247388,1723650,42153678,397
35081.18,1,8192,2,262671,17308111212,2,7,55,27,2109881,4,71584,5,7720956,56,1,4,38619,169398,2,2056,27,47194010,6894360,5079553204,27,47,2,1,1,3,396,1,5061124508,5059673582,66233616,393354993,393354993,2,1,17306898796,73389,73389,2,2,2,393338609,6,3,10733,7694269,661644,68577,38615,5061124508,2041304,46533321,397
40085.04,1,8192,2,309373,20385496960,2,7,55,27,2440185,4,84322,5,7720956,56,1,4,45484,169604,2,2056,27,51635361,6894519,5982607600,27,47,2,1,1,3,396,1,5960933788,5959274891,71643977,463285152,463301536,2,1,20384546688,73389,73389,2,2,2,463285152,6,3,10733,8314669,727943,75938,45480,5960933788,2364247,50908093,397
45092.46,1,8192,2,340422,22431473208,2,7,55,27,2734311,4,92791,5,7720956,56,1,4,50047,208498,2,2056,27,54961388,8177000,6582906034,27,47,2,1,1,3,396,1,6559015324,6557364582,77012707,509790570,509806954,2,1,22430785080,73389,73389,2,2,2,509790570,6,3,11145,9883054,867453,88010,50043,6559015324,2646301,54094997,397
50096.58,1,8192,2,375507,24743280012,2,7,55,27,3060814,4,102304,5,7720956,56,1,4,55203,243638,2,2056,27,75899022,10113240,7261106732,27,47,2,1,1,3,396,1,7234691484,7233159593,103729848,562322697,562339081,2,1,24742198668,73389,73389,2,2,2,562322697,6,3,21479,11421566,1089214,100248,55199,7234691484,2960566,74809943,397
55113.10,1,8192,2,400550,26393097444,2,7,56,27,3330868,4,109194,5,7720956,56,1,4,58882,312978,2,2056,27,81752940,12412160,7744633289,27,47,2,1,1,3,396,1,7716373997,7715402411,113194364,599834187,599834187,2,1,26392704228,73389,73389,2,2,2,599834187,6,3,22199,13466920,1263107,111923,58878,7716373997,3218945,80489929,397
