arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
593.3754,593.4424,488420.6007,487827.2253,0.0669,np_default_58
1596.1498,1596.2060,499651.0331,498054.8833,0.0562,np_default_58
7353.7711,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
8603.0209,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
11913.1801,11913.2363,63301.5192,51388.3391,0.0562,p_default_140
12585.8408,12585.8990,67592.2293,55006.3885,0.0581,p_default_140
14397.5688,14397.6263,72167.3400,57769.7712,0.0575,p_default_140
21208.5622,21208.6232,84710.3520,63501.7898,0.0610,p_default_140
22242.5606,22242.6176,85033.4794,62790.9188,0.0569,p_default_140
34074.4145,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
34382.6898,34382.7468,93294.8851,58912.1953,0.0570,p_default_140
34490.8357,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
39278.5207,39278.5810,96181.3401,56902.8195,0.0603,p_default_140
42947.2813,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
47388.6698,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
68406.2177,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
70321.6519,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
73653.0081,73653.0645,106568.8917,32915.8836,0.0564,p_default_140
74844.7163,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
79312.1865,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
82408.4291,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
82423.3403,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
88733.3731,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
89738.8917,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
92499.1725,92499.2315,112247.2202,19748.0476,0.0590,p_default_140
99754.1066,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
100548.4296,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
104720.1871,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
111175.6836,111175.7420,143379.9957,32204.3121,0.0584,p_default_140
111259.2908,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
114122.2857,114122.3443,159437.1660,45314.8803,0.0586,p_default_140
120335.0313,120335.1007,183937.7057,63602.6744,0.0694,p_default_140
132587.6624,132587.7262,226102.7099,93515.0475,0.0638,p_default_140
133607.6784,133607.7363,227681.5084,94073.8300,0.0580,p_default_140
133713.8323,133713.8890,229862.6584,96148.8260,0.0567,p_default_140
137202.2134,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
138075.1574,138075.2261,236043.0568,97967.8994,0.0687,p_default_140
138269.2376,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
139957.9743,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
143706.4963,143706.5498,241446.6462,97740.1499,0.0535,p_default_140
157140.4033,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
157363.6973,DROPPED,DROPPED,DROPPED,DROPPED,np_default_58
160714.6115,160714.6681,266769.0534,106054.4419,0.0566,p_default_140
179257.7323,179257.7925,291154.1816,111896.4493,0.0602,p_default_140
179910.4669,179910.5227,292396.1935,112485.7266,0.0558,p_default_140
180645.0935,180645.1523,293824.0558,113178.9623,0.0588,p_default_140
