event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,365839,0,-365839,Total time spent analyzing index of patch parts
ArenaAllocBytes,27525120,0,-27525120,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,6720,0,-6720,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2501870,0,-2501870,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,185,0,-185,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,135,0,-135,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,185,0,-185,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,135622,0,-135622,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,440,0,-440,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,0,-16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,221728,0,-221728,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,0,-2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,45524617,0,-45524617,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2999693463358,0,-2999693463358,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,169501,0,-169501,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,223939,0,-223939,Context lock wait time in microseconds
CreatedReadBufferOrdinary,62757,0,-62757,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1435046795,0,-1435046795,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,0,-11,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,2,0,-2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,0,-2,"Same as FailedQuery, but only for SELECT queries."
FileOpen,346,0,-346,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,2123,0,-2123,Time spent filtering parts by PK.
FunctionExecute,15129326,0,-15129326,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,4898,0,-4898,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,140796358,0,-140796358,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,8432,0,-8432,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,804698,0,-804698,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,3160,0,-3160,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,32434335,0,-32434335,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,70,0,-70,Number of created server HTTP connections
HTTPServerConnectionsExpired,66,0,-66,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,42,0,-42,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,66,0,-66,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,42,0,-42,Number of reused server HTTP connections
IOBufferAllocBytes,14470458055,0,-14470458055,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,126503,0,-126503,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,107,0,-107,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,108491,0,-108491,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,61949,0,-61949,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,188,0,-188,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,2216992,0,-2216992,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,27805169403,0,-27805169403,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1105,0,-1105,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,111220677612,0,-111220677612,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,0,-15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2667938,0,-2667938,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,0,-807301,Number of marks loaded (total across columns).
LoadedMarksFiles,22,0,-22,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,0,-3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1681613216348,0,-1681613216348,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,7736,0,-7736,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,458193727,0,-458193727,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,7301837,0,-7301837,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,4579290623,0,-4579290623,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,7588,0,-7588,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,48761142,0,-48761142,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,0,-1,Number of log messages with level Debug
LogError,132,0,-132,Number of log messages with level Error
LogInfo,48,0,-48,Number of log messages with level Info
LogWarning,3,0,-3,Number of log messages with level Warning
LoggerElapsedNanoseconds,48858546,0,-48858546,Cumulative time spend in logging
MainConfigLoads,1,0,-1,Number of times the main configuration was reloaded.
MarkCacheHits,62546,0,-62546,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
