event,value,description
Query,107,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,107,"Same as Query, but only for SELECT queries."
InitialQuery,107,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,259,Count queries with all subqueries
SelectQueriesWithSubqueries,259,Count SELECT queries with all subqueries
FailedQuery,2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,26335603935,Total time of all queries.
SelectQueryTimeMicroseconds,26335603935,Total time of SELECT queries.
FileOpen,346,Number of files opened.
Seek,13770,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,281274,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,916636571507,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,910394174016,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,45524617,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2999693463358,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,62478,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,253,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,289555,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,126503,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,14470458055,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,6720,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,27525120,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,15129326,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,62546,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,194,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,226,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,62757,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1435046795,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,4957,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,40336,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,108491,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,61949,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,4898,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,3160,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,32434335,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,804698,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,8432,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,140796358,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,7736,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,7588,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,48761142,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,4579290623,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,7301837,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,1681613216348,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,458193727,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,365839,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,221728,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,188,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,27805169403,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,111220677612,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1105,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2216992,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,2737236,Total time spent executing query plan optimizations.
SelectedParts,210,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,210,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,210,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,7705845,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,7705845,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,63003979971,Number of rows SELECTed from all tables.
SelectedBytes,2997789369611,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,63003979710,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,63003979710,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2667938,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,2123,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,3743646,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,86974,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,135622,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,440,Time spent resetting task for Common executor.
ContextLock,169501,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,223939,Context lock wait time in microseconds
RWLockAcquiredReadLocks,658,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,2661979,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,17,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,385,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,25396,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,564,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,19648,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,1733748044871,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,36620942064,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1431782419,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7245,Total time spent for memory allocator purge
SoftPageFaults,83118553,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,205895735153,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,38053839435,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,920170435326,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,848,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,99262471,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,7294057,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,915730942452,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,1087995104,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,46533418545,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2690,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,28541,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2187,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5487,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,436,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,595,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,2501870,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LogError,132,Number of log messages with level Error
LoggerElapsedNanoseconds,48858546,Cumulative time spend in logging
InterfaceHTTPSendBytes,61949,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,108491,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,70,Number of created server HTTP connections
HTTPServerConnectionsReused,42,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,42,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,66,Number of expired server HTTP connections.
HTTPServerConnectionsReset,66,Number of reset server HTTP connections. Server closes connection
MemoryWorkerRun,13770,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,111163093,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,185,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,185,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,135,How many messages (accepted or dropped) have been sent to the async queue for the error file log
