event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,316358,518229,201871,Total time spent analyzing index of patch parts
ArenaAllocBytes,329654272,478027776,148373504,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,80342,116566,36224,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,7420772,7420772,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2252019,2500563,248544,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,291,345,54,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,27628,27628,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,549253784,796601281,247347497,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,36191494400810,52489672967440,16298178566630,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,60002,60002,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,18172292865,18172292865,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,535331,535331,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,60002,60002,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,60002,60002,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,12389580064,12389580064,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,2194589,3171371,976782,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,146461,196099,49638,Context lock wait time in microseconds
CreatedReadBufferOrdinary,749783,1086779,336996,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,6218258121,9105880573,2887622452,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,1,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,16014954,16014954,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,4462,5769,1307,Number of files opened.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,5297,7795,2498,Time spent filtering parts by PK.
FunctionExecute,185356550,268976092,83619542,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1330,1973,643,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,22849380,39815644,16966264,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,88563,130030,41467,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1247016,2922476,1675460,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,236,236,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,352475,966112,613637,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,449,641,192,Number of created server HTTP connections
HTTPServerConnectionsExpired,13,15,2,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,1254,1819,565,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,1247,1811,564,Number of reused server HTTP connections
HardPageFaults,23,23,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,172508134784,250061742660,77553607876,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1512675,2192582,679907,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1267,1834,567,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1355351,1944654,589303,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,1505638,2156371,650733,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,4931,4931,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,5522916,5522916,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,2468,3588,1120,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,564546,1185054,620508,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,365016798333,530664616053,165647817720,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,3527,5301,1774,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1460067193332,2122658464212,662591270880,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,7935738,7935738,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1526308329131,2646836540211,1120528211080,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,86708,127608,40900,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1518799766,2276300644,757500878,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,89069678,129047729,39978051,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,1185426199,3051409752,1865983553,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,86560,127455,40895,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,19110369,55691151,36580782,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,62,62,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,105978590,105978590,0,Cumulative time spend in logging
MainConfigLoads,2,2,0,Number of times the main configuration was reloaded.
MarkCacheHits,749552,1086548,336996,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2829,2829,0,Total time spent for memory allocator purge
MemoryWorkerRun,230454,300814,70360,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,298765219,409168851,110403632,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,996,1098,102,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1168,1425,257,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,644,710,66,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3417,3857,440,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,17087,18315,1228,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,179412,266518,87106,Total time spent while merging sorted columns
NetworkReceiveBytes,1360282,1949585,589303,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,628095361,628108375,13014,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,7028554,7679287,650733,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,223218,290538,67320,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,225681558681,332928329944,107246771263,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,51674176453,137414875927,85740699474,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,1323008,1323008,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,11177257981787,16193642800233,5016384818446,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,10128,14664,4536,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,745573,1081322,335749,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,692162,1117443,425281,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,4184,5431,1247,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,7919523,7919601,78,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,4,11,7,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,601,673,72,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,3149,4562,1413,Count queries with all subqueries
Query,1267,1834,567,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
