event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,707365,1269105,561740,Total time spent analyzing index of patch parts
ArenaAllocBytes,652877824,827727872,174850048,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,159254,201942,42688,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,7420772,7420772,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2930117,3638006,707889,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,421,524,103,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,27628,27628,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,1087763894,1378665065,290901171,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,71675143788330,90843152888956,19168009100626,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,100690,100690,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,40321155929,40321155929,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1134928,1134928,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,100690,100690,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,100690,100690,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,31937075931,31937075931,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,4297414,5418694,1121280,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,236190,478245,242055,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1485713,1882676,396963,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,12699652145,16512160913,3812508768,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,1,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,28824410,28824410,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,6834,7901,1067,Number of files opened.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,10905,14650,3745,Time spent filtering parts by PK.
FunctionExecute,366899857,464823622,97923765,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1973,2519,546,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,51086466,75393436,24306970,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,168568,217314,48746,Counts the number of jobs that have been pushed to the global thread pool.
