event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,194929,316358,121429,Total time spent analyzing index of patch parts
ArenaAllocBytes,181280768,329654272,148373504,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,44118,80342,36224,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,7420772,7420772,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,67,67,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1891536,2252019,360483,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,248,291,43,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,27628,27628,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,301761415,549253784,247492369,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,19883635288210,36191494400810,16307859112600,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,22579,60002,37423,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,3814056878,18172292865,14358235987,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,165390,535331,369941,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,22579,60002,37423,Total number of CPU slots acquired
ConcurrencyControlUpscales,22579,60002,37423,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,2514727761,12389580064,9874852303,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1213818,2194544,980726,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,74003,146461,72458,Context lock wait time in microseconds
CreatedReadBufferOrdinary,411221,749783,338562,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3517842821,6218257353,2700414532,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,1,1,0,"Number of total failed queries, both internal and user queries."
