event,value,description
RecomputeWeight,7052,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,16014954,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1828,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1834,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1834,"Same as Query, but only for SELECT queries."
InitialQuery,1834,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,4562,Count queries with all subqueries
SelectQueriesWithSubqueries,4562,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,50038356143,Total time of all queries.
SelectQueryTimeMicroseconds,50038356143,Total time of SELECT queries.
FileOpen,5769,Number of files opened.
Seek,300814,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,4934613,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,16139173000804,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,15987046663154,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,796601281,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,52489672967440,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1081322,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,5431,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1117443,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2192582,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,250061742660,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,116566,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,478027776,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,268976092,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,1086548,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,3646,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,3650,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1086779,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,9105880573,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,628108375,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,290538,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1949585,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,7679287,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1973,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,236,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,966112,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2922476,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,130030,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,39815644,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,127608,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,127455,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,55691151,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,3051409752,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,129047729,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,2646836540211,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,2276300644,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,518229,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,27628,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,3588,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,530664616053,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,2122658464212,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,5301,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,1185054,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1960199,Total time spent executing query plan optimizations.
SelectedParts,3648,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,3648,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,3648,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,133861536,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,133861536,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1094041402548,Number of rows SELECTed from all tables.
SelectedBytes,52443694254855,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1094041372174,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1094041372174,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,7935738,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,7795,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,8399464,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,266518,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2500563,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,345,Time spent resetting task for Common executor.
ContextLock,3171371,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,196099,Context lock wait time in microseconds
RWLockAcquiredReadLocks,4678,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,7919601,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,11,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,673,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,135175,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,1848,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,349415,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,2743135075939,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,324135373007,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,8797191044,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2829,Total time spent for memory allocator purge
SoftPageFaults,927106650,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,23,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,137414875927,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,332928329944,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,1323008,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,16193642800233,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,14664,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,327142075,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,128912969,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,16124189936006,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
