event,value,description
RecomputeWeight,3489,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,6167847,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,696,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,698,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,698,"Same as Query, but only for SELECT queries."
InitialQuery,698,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1734,Count queries with all subqueries
SelectQueriesWithSubqueries,1734,Count SELECT queries with all subqueries
FailedQuery,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,1,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,16654535249,Total time of all queries.
SelectQueryTimeMicroseconds,16654535249,Total time of SELECT queries.
FileOpen,3197,Number of files opened.
Seek,160256,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2572532,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,6103852068925,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,6053258511677,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,301761415,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,19883635288210,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,408216,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,2979,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,431733,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,829632,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,94668815923,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,44118,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,181280768,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,101737008,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,410990,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1382,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1386,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,411221,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3517841386,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,628082191,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,158451,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,739071,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,6342891,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1330,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,352475,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,771415,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,51023,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,16077012,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,49737,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,49582,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,13891888,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,839379992,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,48764050,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,961735414609,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,846767715,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,194929,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,27628,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1348,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,199368980613,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,797475922452,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1805,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,315494,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,585723,Total time spent executing query plan optimizations.
SelectedParts,1384,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1384,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1384,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,50785188,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,50785188,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,414798494676,Number of rows SELECTed from all tables.
SelectedBytes,19868836539211,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,414798467110,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,414798467110,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,7935738,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,3130,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,2974188,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,81234,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1891536,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,248,Time spent resetting task for Common executor.
ContextLock,1213771,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,74003,Context lock wait time in microseconds
RWLockAcquiredReadLocks,2290,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,7919463,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,4,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,529,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,64351,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,589,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,185347,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,993603000654,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,121538052373,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,3381600083,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2829,Total time spent for memory allocator purge
SoftPageFaults,340811015,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,23,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,35057629637,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,124918471132,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,1323008,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,6121899466590,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,5576,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,118176904,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,48713137,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,6096093637905,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,3122337754,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,22948273662,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,2,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,7750,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16009,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,994,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3047,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,578,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,894,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,7420772,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,62,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,105978590,Cumulative time spend in logging
InterfaceHTTPSendBytes,819975,Number of bytes sent through HTTP interfaces
