timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5157.67,59,262144,64,24546,1617189384,64,42,117,9,603,2815477,58,3182,60,68,2,200152,127985460,1208,1,67,4066,961233,3,239749,603,16168,131673288,5341970,20089537,526097463,603,2071,2,1,4,4,1316,1,523722764,476143297,37156964,36409888,36409888,2,1,1602035072,73389,73389,4,4,4,36409888,32,1,3,200626,18131091,1574241,18187,3998,523722764,2797290,3771090,15417
10361.71,59,262144,64,29723,1958592872,64,42,118,9,603,2893538,58,4653,60,68,2,200152,128250912,1208,1,67,4825,1116953,3,239749,603,19212,150058112,8296003,28790284,626182204,603,2071,2,1,4,4,1316,1,623337484,575940870,82543250,44158632,44175016,2,1,1942979808,73389,73389,4,4,4,44158632,32,1,3,229111,21167009,1761848,21498,4758,623337484,2872040,6537937,15417
15762.90,59,262144,64,35030,2307985136,64,42,119,9,603,2973920,58,6158,60,68,2,200152,128250912,1208,1,67,5606,1275572,3,239749,603,22332,151533248,10687231,35708574,728904342,603,2071,2,1,4,4,1316,1,725573644,678091828,141365753,52100110,52116494,2,1,2292404840,73389,73389,4,4,4,52100110,32,1,3,245671,24145083,1915041,24691,5538,725573644,2949229,8776344,15417
20799.86,59,262144,64,39737,2618321252,64,42,119,9,603,3054167,58,7439,60,68,2,200152,128250912,1208,1,67,6298,1364805,3,239749,603,25100,152843776,13405827,42621689,820045064,603,2071,2,1,4,4,1316,1,816275468,768819310,181568339,59132276,59154693,2,1,2601820144,73389,73389,4,4,4,59132276,32,1,3,259476,27290291,2035537,27655,6230,816275468,3026512,11374240,15417
25911.68,59,262144,64,45088,2970862552,64,42,120,9,603,3131746,58,8956,60,68,2,200152,128516364,1208,1,67,7086,1530248,3,239749,603,28252,154337088,15345268,48029299,923816066,603,2071,2,1,4,4,1316,1,919560204,871884538,211349616,67175932,67175932,2,1,2955741008,73389,73389,4,4,4,67175932,32,1,3,271006,30275515,2152361,30805,7018,919560204,3100941,13196075,15417
33502.15,59,262144,64,50629,3335855692,64,42,121,9,603,3219525,58,10523,60,68,2,200152,128516364,1208,1,67,7898,1833055,3,239749,603,31504,155882112,16929785,55128701,1030901640,603,2071,2,1,4,4,1316,1,1026121740,978606608,248442843,75467507,75483891,2,1,3320570308,73389,73389,4,4,4,75467507,32,1,3,280730,35265205,2274612,34448,7831,1026121740,3185077,14659038,15417
38780.77,59,262144,64,54540,3593759700,64,42,122,9,603,3283549,58,11644,60,68,2,200152,128769750,1208,1,67,8473,1936358,3,239749,603,33804,156975680,20537571,64719941,1106638133,603,2071,2,1,4,4,1316,1,1101488140,1054024082,336000979,81336409,81336409,2,1,3578801996,73389,73389,4,4,4,81336409,32,1,3,298745,38385693,2435070,37041,8406,1101488140,3246508,18106617,15417
44280.32,59,262144,64,59334,3909700920,64,42,123,9,603,3356476,58,12980,60,68,2,200152,129035202,1208,1,67,9176,2256418,3,239749,603,36616,158312256,23327720,72375964,1199218009,603,2071,2,1,4,4,1316,1,1193631756,1146450641,412438538,88491455,88513872,2,1,3893624020,73389,73389,4,4,4,88491455,32,1,3,312470,41695820,2572364,39771,9109,1193631756,3316705,20759076,15417
50518.53,59,262144,64,65738,4331613608,64,42,124,9,603,3447840,58,14807,60,68,2,200152,129035202,1208,1,67,10116,2374066,3,239749,603,40380,177045304,25747368,80284286,1323001627,603,2071,2,1,4,4,1316,1,1316839436,1269780164,500852194,98089432,98105816,2,1,4315935008,73389,73389,4,4,4,98089432,32,1,3,321004,45451941,2700857,43112,10049,1316839436,3404728,23049708,15417
55630.49,59,262144,64,70435,4641028912,64,42,125,9,603,3519402,58,16144,60,68,2,200152,129300654,1208,1,67,10810,2538075,3,239749,603,43152,178356856,28218624,87962082,1414269039,603,2071,2,1,4,4,1316,1,1407672332,1360185020,532877357,105137982,105137982,2,1,4626071208,73389,73389,4,4,4,105137982,32,1,3,339870,48561422,2826463,45817,10743,1407672332,3473585,25395829,15417
61445.88,59,262144,64,75823,4995995044,64,42,126,9,603,3612082,58,17667,60,68,2,200152,129300654,1208,1,67,11601,2691187,3,239749,603,46324,197323000,30315217,94895412,1518573950,603,2071,2,1,4,4,1316,1,1511481356,1463988580,569620995,113200181,113216565,2,1,4980807964,73389,73389,4,4,4,113200181,32,1,3,353741,51877106,2950620,63856,11534,1511481356,3548226,27368291,15417
66620.53,59,262144,64,79935,5266806336,64,42,126,9,603,3678665,58,18788,60,68,2,200152,129300654,1208,1,67,12204,2875015,3,239749,603,48732,198463032,32750051,104491590,1597859644,603,2071,2,1,4,4,1316,1,1590386700,1543152790,635901551,119357962,119357962,2,1,5251750328,73389,73389,4,4,4,119357962,32,1,3,368594,55081385,3060478,66967,12136,1590386700,3611698,29693284,15417
72150.49,59,262144,64,83851,5525038024,64,42,127,9,603,3742471,58,19912,60,68,2,200152,129566106,1208,1,67,12781,2998672,3,239749,603,51040,199558648,34717310,113401033,1673846508,603,2071,2,1,4,4,1316,1,1666015244,1618640426,693944884,125226864,125226864,2,1,5509982016,73389,73389,4,4,4,125226864,32,1,3,374773,58367739,3156141,69311,12713,1666015244,3673160,31564441,15417
77189.56,59,262144,64,88596,5837599056,64,42,128,9,603,3851102,58,21236,60,68,2,200152,129566106,1208,1,67,13476,3188392,3,239749,603,53820,200879160,37429461,121586870,1765377747,603,2071,2,1,4,4,1316,1,1757110284,1709957814,763515179,132332758,132332758,2,1,5822641352,73389,73389,4,4,4,132332758,32,1,3,392690,61391810,3296701,108771,13408,1757110284,3742331,34136395,15417
