timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.92,38,262144,64,47863,3153521308,64,42,121,1,603,813995,29,9767,69,7574,128516364,1208,1,68,7489,389925,4,91223,603,29866,132821384,14547786,11504667,976517879,603,4906,2,1,4,4,719,1,972382220,925337603,38774754,71330991,71330991,2,1,3137842708,73389,73389,4,4,4,71314607,16,3,338128,8792932,3056232,16922,7421,972382220,797073,11492129,12173
10039.39,38,262144,64,64837,4272034768,64,42,124,1,603,1053272,29,14561,69,7574,129035202,1208,1,68,9987,406642,4,91223,603,39862,154213384,21075275,15390599,1305306648,603,4906,2,1,4,4,719,1,1299800076,1252359786,91904830,96750262,96750262,2,1,4257011528,73389,73389,4,4,4,96750262,16,3,359042,10642657,3346927,26136,9919,1299800076,1027136,17729031,12173
15064.13,38,262144,64,72795,4796490228,64,42,125,1,603,1175589,29,16787,69,7574,129300654,1208,1,68,11157,450960,4,91223,603,44542,156425992,24633504,21485662,1459351433,603,4906,2,1,4,4,719,1,1453154316,1405617098,125355304,108662257,108678641,2,1,4781139308,73389,73389,4,4,4,108662257,16,3,363460,13148477,3490109,30331,11089,1453154316,1145258,21144743,12173
20089.69,38,262144,64,80011,5272052524,64,42,126,1,603,1285173,29,18809,69,7574,129300654,1208,1,68,12216,575981,4,91223,603,48778,158432776,27735499,28011144,1598787481,603,4906,2,1,4,4,719,1,1591959564,1544708263,166750838,119462299,119478683,2,1,5256341156,73389,73389,4,4,4,119462299,16,3,371950,16063574,3608486,34226,12148,1591959564,1250947,24128687,12173
25103.76,38,262144,64,90289,5949082408,64,42,128,1,603,1426522,29,21722,69,7574,129566106,1208,1,68,13726,619651,4,91223,603,54818,161298632,33071522,35836230,1797569686,603,4906,2,1,4,4,719,1,1789878284,1742563379,245353517,134851576,134867960,2,1,5933469344,73389,73389,4,4,4,134851576,16,3,381412,18576846,3807217,39205,13658,1789878284,1387317,29267017,12173
30110.22,38,262144,64,111755,7363841744,64,42,132,1,603,1692920,29,27764,69,7574,130362462,1208,1,68,16880,634704,4,91223,603,67438,183853872,40960839,39778697,2212689918,603,4906,2,1,4,4,719,1,2203279372,2156168834,298483136,167014134,167014134,2,1,7347901000,73389,73389,4,4,4,166997750,16,3,412765,20160569,4078639,47323,16812,2203279372,1645597,36885362,12173
35135.20,38,262144,64,120802,7959665908,64,42,133,1,603,1827386,29,30318,69,7574,130362462,1208,1,68,18206,700215,4,91223,603,72742,186368304,45547525,46345358,2387260731,603,4906,2,1,4,4,719,1,2377080844,2330295522,344079296,180556337,180572721,2,1,7944478828,73389,73389,4,4,4,180556337,16,3,429605,22599275,4287984,58917,18138,2377080844,1768469,41262736,12173
40176.64,38,262144,64,126425,8330298452,64,42,134,1,603,1914789,29,31907,69,7574,130627914,1208,1,68,19031,853200,4,91223,603,76042,187926000,48485672,52151512,2495899057,603,4906,2,1,4,4,719,1,2485215244,2438624050,380151757,188976825,188993209,2,1,8314980300,73389,73389,4,4,4,188976825,16,3,435413,25234366,4392170,62631,18963,2485215244,1852158,44096608,12173
45220.94,38,262144,64,131840,8687034056,64,42,135,1,603,1998267,29,33439,69,7574,130627914,1208,1,68,19829,1040514,4,91223,603,79238,189440368,50423396,57603137,2601113516,603,4906,2,1,4,4,719,1,2589941772,2542975830,409566320,197088176,197088176,2,1,8671879744,73389,73389,4,4,4,197088176,16,3,447957,28160414,4507316,65889,19762,2589941772,1932378,45919589,12173
50461.10,38,262144,64,137301,9047049768,64,42,136,1,603,2089022,29,34982,69,7574,130893366,1208,1,68,20629,1111578,4,91223,603,82438,190956912,53872735,66223073,2706461252,603,4906,2,1,4,4,719,1,2694799372,2648145997,499010884,205262904,205279288,2,1,9031567776,73389,73389,4,4,4,205262904,16,3,462517,31159131,4646035,79484,20562,2694799372,2009538,49230754,12173
