timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5297.37,23,262144,64,22891,1508196400,64,44,117,1,603,520839,8,2736,69,1,127985460,1208,1,68,3821,2839140,4,581053,603,15190,109653792,4928389,25659758,494026763,603,1578,2,1,4,4,1827,1,491741196,444233948,37509308,33923838,33940222,2,1,1492648872,73389,73389,4,4,4,33923838,44,3,144642,20485351,1229458,103313,3754,491741196,417526,3700115,14550
10389.77,23,262144,64,27603,1818594744,64,44,117,1,603,598791,8,4022,69,1,127985460,1208,1,68,4514,3021405,4,581053,603,17958,110965664,6818109,32456326,585159594,603,1578,2,1,4,4,1827,1,582443020,535039220,65694339,40972388,40988772,2,1,1802785072,73389,73389,4,4,4,40972388,44,3,163921,23580816,1371920,115860,4446,582443020,482931,5446970,14550
15839.22,23,262144,64,32131,2117199916,64,44,118,1,603,665327,8,5308,69,1,128250912,1208,1,68,5180,3176330,4,581053,603,20622,112226336,8644136,39098100,672868198,603,1578,2,1,4,4,1827,1,669736972,622309574,95657757,47764827,47781211,2,1,2101652388,73389,73389,4,4,4,47764827,44,3,171381,27002166,1488620,118442,5112,669736972,546885,7156791,14550
21926.89,23,262144,64,36898,2431202740,64,44,119,1,603,737676,8,6668,69,1,128250912,1208,1,68,5880,3308833,4,581053,603,23422,113557536,11804376,51429573,765060241,603,1578,2,1,4,4,1827,1,761487372,714067401,156857856,54903489,54919873,2,1,2415753516,73389,73389,4,4,4,54903489,44,3,187515,30685803,1641768,121169,5813,761487372,616507,10163596,14550
27079.72,23,262144,64,42184,2779484200,64,44,120,1,603,809770,8,8138,69,1,128516364,1208,1,68,6659,3483639,4,581053,603,26542,115038240,14705885,62469927,867775303,603,1578,2,1,4,4,1827,1,863723532,815937335,204819054,62826424,62826424,2,1,2764362656,73389,73389,4,4,4,62826424,44,3,202632,34013918,1782155,124012,6592,863723532,685758,12923966,14550
32097.91,23,262144,64,47759,3146705564,64,44,121,1,603,896275,8,9740,69,1,128516364,1208,1,68,7475,3576576,4,581053,603,29802,116582432,16805091,70330533,975100940,603,1578,2,1,4,4,1827,1,970547212,923325938,251915250,71167151,71183535,2,1,3131354644,73389,73389,4,4,4,71167151,44,3,207828,36949083,1878849,127089,7408,970547212,769186,14926268,14550
37111.33,23,262144,64,53078,3497415164,64,44,122,1,603,982210,8,11243,69,1,128769750,1208,1,68,8258,3679268,4,581053,603,32934,118064096,20011808,77676497,1078211979,603,1578,2,1,4,4,1827,1,1073176588,1025888099,296270866,79145271,79145271,2,1,3481671028,73389,73389,4,4,4,79128887,44,3,225738,39497854,2065083,130050,8190,1073176588,852160,17946502,14550
42124.28,23,262144,64,65617,4323418300,64,44,124,1,603,1169320,8,14744,69,1,129035202,1208,1,68,10098,3740159,4,581053,603,40298,138416112,26189971,84920121,1320424230,603,1578,2,1,4,4,1827,1,1314349068,1267413757,389097228,97903175,97919559,2,1,4307739700,73389,73389,4,4,4,97903175,44,3,254618,41497527,2375874,135128,10030,1314349068,1034192,23814169,14550
47132.68,23,262144,64,88981,5862830416,64,44,128,3,603,1495788,8,21321,69,1,129566106,1208,1,68,13532,3750878,4,581053,603,54034,144707312,36799335,85975334,1772419746,603,1578,2,1,4,4,1827,1,1764450316,1717371495,455018553,132889814,132906198,2,1,5847151816,73389,73389,4,4,4,132889814,44,3,278309,42391497,2756400,143259,13464,1764450316,1352529,34042933,14550
52142.54,23,262144,64,112758,7429839804,64,44,132,3,603,1880149,8,28046,69,1,130362462,1208,1,68,17025,3760818,4,581053,603,68010,167982200,46763536,86875328,2232108708,603,1578,2,1,4,4,1827,1,2222284812,2175450666,476833602,168511111,168527495,2,1,7414488884,73389,73389,4,4,4,168511111,44,3,288555,43406311,3138605,153393,16957,2222284812,1726756,43624489,14550
