timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5166.67,10,262144,64,25752,1696756704,64,102,117,1,603,621872,30,3518,68,2,127985460,1208,1,67,4241,934357,3,14958,603,16866,77094592,5685162,19949419,549298501,603,1496,2,1,4,4,1083,1,546791436,499380955,35724921,38207810,38224194,2,1,1681143640,73389,73389,4,4,4,38207810,26,3,186576,15276552,1514260,34107,4174,546791436,587765,4170240,35287
10254.77,10,262144,64,30988,2041761364,64,102,118,1,603,704101,30,5000,68,2,128250912,1208,1,67,5011,1042278,3,14958,603,19942,78550784,8263184,26301385,650571074,603,1496,2,1,4,4,1083,1,647585804,600270163,57864138,46048825,46065209,2,1,2026148300,73389,73389,4,4,4,46048825,26,3,203739,18078556,1715670,37408,4944,647585804,666693,6547521,35287
15715.12,10,262144,64,37489,2469958648,64,102,119,1,603,798559,30,6828,68,2,128250912,1208,1,67,5966,1157256,3,14958,603,23762,80351040,12226787,34632621,776330381,603,1496,2,1,4,4,1083,1,772759564,725435620,122635706,55788225,55804609,2,1,2454681900,73389,73389,4,4,4,55788225,26,3,220686,21132917,1884645,42303,5898,772759564,756256,10341615,35287
20856.71,10,262144,64,42085,2772996136,64,102,120,1,603,871661,30,8135,68,2,128516364,1208,1,67,6644,1281314,3,14958,603,26474,81639936,14504944,41508794,865622180,603,1496,2,1,4,4,1083,1,861626380,814067593,169405966,62662584,62678968,2,1,2757153696,73389,73389,4,4,4,62662584,26,3,235790,24044259,2015594,46760,6576,861626380,824901,12488841,35287
25976.69,10,262144,64,47011,3097419184,64,102,121,1,603,947908,30,9536,68,2,128516364,1208,1,67,7366,1534589,3,14958,603,29366,83008704,16779797,48101857,960833193,603,1496,2,1,4,4,1083,1,956391436,908917928,222039937,70047006,70063390,2,1,3082068264,73389,73389,4,4,4,70047006,26,3,250630,27304005,2125610,49448,7299,956391436,898460,14653743,35287
31059.36,10,262144,64,52027,3428005924,64,102,122,1,603,1025689,30,10940,68,2,128516364,1208,1,67,8104,1660786,3,14958,603,32314,84404864,18910259,54816749,1057887950,603,1496,2,1,4,4,1083,1,1052991500,1005547371,255618326,77560341,77576725,2,1,3412655004,73389,73389,4,4,4,77560341,26,3,252620,30477121,2214416,52441,8036,1052991500,973248,16694896,35287
36193.33,10,262144,64,56937,3751645848,64,102,122,1,603,1097921,30,12296,68,2,128769750,1208,1,67,8825,1772949,3,14958,603,35198,85774848,20837387,60852183,1152838555,603,1496,2,1,4,4,1083,1,1147494412,1100172771,335243422,84926220,84926220,2,1,3736032784,73389,73389,4,4,4,84909836,26,3,259521,33588210,2314712,55946,8757,1147494412,1041975,18521634,35287
42647.31,10,262144,64,62593,4124441080,64,102,123,1,603,1183022,30,13895,68,2,129035202,1208,1,67,9657,2020703,3,14958,603,38530,87358784,23341398,70483813,1262545533,603,1496,2,1,4,4,1083,1,1256677388,1209164913,397109815,93387668,93404052,2,1,4109057392,73389,73389,4,4,4,93387668,26,3,270266,37764915,2440049,59159,9590,1256677388,1123863,20900620,35287
49319.34,10,262144,64,68113,4488057964,64,102,124,1,603,1265987,30,15455,68,2,129035202,1208,1,67,10466,2281429,3,14958,603,41766,88900480,26004297,79362077,1369093011,603,1496,2,1,4,4,1083,1,1362714636,1315508723,455290481,101646475,101662859,2,1,4472444900,73389,73389,4,4,4,101646475,26,3,278870,42016454,2576187,62314,10399,1362714636,1203673,23427071,35287
54908.70,10,262144,64,72652,4787118580,64,102,125,1,603,1334012,30,16748,68,2,129300654,1208,1,67,11136,2338210,3,14958,603,44446,107132464,29191982,89612312,1457205386,603,1496,2,1,4,4,1083,1,1450401804,1402855689,534415957,108449265,108465649,2,1,4771767660,73389,73389,4,4,4,108449265,26,3,290907,45367157,2707480,65115,11068,1450401804,1268897,26483138,35287
61107.26,10,262144,64,78577,5177542996,64,102,126,1,603,1430262,30,18413,68,2,129300654,1208,1,67,12004,2518162,3,14958,603,47922,108779568,31698932,98128383,1571648819,603,1496,2,1,4,4,1083,1,1564303372,1517041429,588823336,117320313,117336697,2,1,5162093772,73389,73389,4,4,4,117320313,26,3,299924,49069603,2833737,75640,11937,1564303372,1354622,28864177,35287
66217.78,10,262144,64,83147,5478635228,64,102,127,2,603,1504837,30,19720,68,2,129566106,1208,1,67,12675,2848285,3,14958,603,50602,110046832,35328124,108104543,1659880462,603,1496,2,1,4,4,1083,1,1652121612,1605074544,709165301,124172255,124172255,2,1,5463579220,73389,73389,4,4,4,124172255,26,3,309892,51913600,2942377,78317,12607,1652121612,1426520,32383472,35287
