timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5019.32,6,262144,64,37128,2446276020,64,60,119,1,603,689990,5,6721,69,124,128250912,1208,1,68,5913,191474,4,1416,603,23546,62064280,10350754,4994614,769019877,603,958,2,1,4,4,356,1,765812748,718449201,36297207,55247553,55263937,2,1,2430892332,73389,73389,4,4,4,55247553,8,3,370149,3972377,2540082,14956,5845,765812748,675034,7809672,8111
10046.38,6,262144,64,45238,2980692952,64,60,120,1,603,808969,5,8996,69,124,128516364,1208,1,68,7106,301028,4,1416,603,28322,64328920,14308528,11161802,926217089,603,958,2,1,4,4,356,1,922312716,874748397,73287471,67388924,67405308,2,1,2965112656,73389,73389,4,4,4,67388924,8,3,393927,6520820,2769559,19093,7039,922312716,789876,11537189,8111
15057.64,6,262144,64,52581,3464578320,64,60,122,1,603,921071,5,11108,69,124,128769750,1208,1,68,8185,389138,4,1416,603,32642,100800320,17851555,17556507,1068153596,603,958,2,1,4,4,356,1,1063608332,1016252283,122816573,78401958,78401958,2,1,3448965256,73389,73389,4,4,4,78385574,8,3,404530,9423780,2927416,23320,8117,1063608332,897751,14923362,8111
20066.10,6,262144,64,62289,4104264750,64,60,123,1,603,1059610,5,13809,69,124,129035202,1208,1,68,9612,434396,4,1416,603,38350,103505536,22063311,24638860,1256015703,603,958,2,1,4,4,356,1,1250648076,1203318761,173476271,92922883,92939267,2,1,4088606852,73389,73389,4,4,4,92922883,8,3,412017,12003096,3100653,29431,9544,1250648076,1030179,18961638,8111
25071.26,6,262144,64,82145,5412702704,64,60,127,1,603,1313634,5,19393,69,124,129566106,1208,1,68,12530,466705,4,1416,603,50022,108841152,30427075,29809704,1640094363,603,958,2,1,4,4,356,1,1633116172,1585772835,237126384,122675278,122675278,2,1,5396991336,73389,73389,4,4,4,122658894,8,3,444682,13625428,3380607,35405,12462,1633116172,1278229,27045762,8111
30085.78,6,262144,64,92453,6091698668,64,60,128,1,603,1451991,5,22309,69,124,129566106,1208,1,68,14043,539964,4,1416,603,56082,128604976,34790625,36012708,1839402819,603,958,2,1,4,4,356,1,1831559180,1784233182,298090205,138097323,138113707,2,1,6076282212,73389,73389,4,4,4,138097323,8,3,460305,16230388,3530280,39750,13976,1831559180,1412241,31259170,8111
35122.91,6,262144,64,98962,6520661560,64,60,129,1,603,1548614,5,24142,69,124,129831558,1208,1,68,14999,709077,4,1416,603,59902,130409264,38209050,42972973,1965151600,603,958,2,1,4,4,356,1,1956732940,1909699292,328204797,147850948,147850948,2,1,6505441712,73389,73389,4,4,4,147850948,8,3,476031,19143294,3677779,43479,14931,1956732940,1505135,34529943,8111
40158.58,6,262144,64,105064,6922951300,64,60,130,1,603,1639597,5,25820,69,124,130097010,1208,1,68,15896,768589,4,1416,603,63494,132110832,41403690,49408214,2083400255,603,958,2,1,4,4,356,1,2074435596,2027216473,383509051,156990173,157006557,2,1,6907567612,73389,73389,4,4,4,156990173,8,3,491453,21876000,3807240,46787,15829,2074435596,1592810,37595758,8111
45329.68,6,262144,64,110097,7254386700,64,60,131,1,603,1718115,5,27290,69,124,130097010,1208,1,68,16635,954455,4,1416,603,66446,133507632,43604624,55625536,2180588923,603,958,2,1,4,4,356,1,2171166732,2124098652,414323447,164522051,164538435,2,1,7238970244,73389,73389,4,4,4,164522051,8,3,499415,24847158,3923062,49919,16567,2171166732,1668196,39681256,8111
50786.44,6,262144,64,116514,7677320280,64,60,132,2,603,1818387,5,29055,69,124,130362462,1208,1,68,17579,1087303,4,1416,603,70222,135298544,46005033,61997861,2304895788,603,958,2,1,4,4,356,1,2294898700,2247788480,449510116,174128220,174144604,2,1,7661641680,73389,73389,4,4,4,174128220,8,3,507220,28084300,4043041,53553,17511,2294898700,1764834,41962276,8111
