timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.88,6,262144,64,34933,2301628144,64,95,119,0,603,679606,8,6131,69,115,128250912,1208,1,68,5591,75755,4,2781,603,22264,78011912,11233156,5153693,726606905,603,1163,2,1,4,4,311,1,723607564,676215205,36038434,51952654,51969038,2,1,2285916776,73389,73389,4,4,4,51952654,9,3,407652,3320765,2937367,14488,5523,723607564,665118,8294182,7229
10029.96,6,262144,64,41577,2739438396,64,95,120,0,603,785878,8,7993,69,115,128516364,1208,1,68,6567,157538,4,2781,603,26168,79863432,13314461,9713639,855121841,603,1163,2,1,4,4,311,1,851533836,804270040,58841316,61902887,61919271,2,1,2723727028,73389,73389,4,4,4,61902887,9,3,414528,6024620,3042085,18280,6499,851533836,767598,10271171,7229
15057.84,6,262144,64,48463,3193108360,64,95,121,0,603,903072,8,9910,69,115,128516364,1208,1,68,7580,287234,4,2781,603,30228,98559808,17269612,18193744,988632872,603,1163,2,1,4,4,311,1,984440844,936893403,109434762,72221760,72238144,2,1,3177757440,73389,73389,4,4,4,72221760,9,3,440368,8958303,3284472,27964,7513,984440844,875108,13983955,7229
20070.31,6,262144,64,58769,3872504156,64,95,123,0,603,1070038,8,12817,69,115,129035202,1208,1,68,9095,371653,4,2781,603,36284,101427264,22683237,27508474,1187936881,603,1163,2,1,4,4,311,1,1182883852,1135565497,189851834,87655871,87672255,2,1,3856858324,73389,73389,4,4,4,87655871,9,3,464125,11528605,3556642,45662,9027,1182883852,1024376,19126489,7229
25076.21,6,262144,64,90104,5936958248,64,95,128,0,603,1382953,8,21617,69,115,129566106,1208,1,68,13698,380169,4,2781,603,54696,127066336,32087250,30134742,1793620409,603,1163,2,1,4,4,311,1,1786077196,1739043983,217639736,134573048,134589432,2,1,5921214112,73389,73389,4,4,4,134573048,9,3,479388,12598406,3766318,52230,13630,1786077196,1330723,28321103,7229
30090.92,6,262144,64,104158,6863310232,64,95,130,0,603,1601127,8,25614,69,115,130097010,1208,1,68,15765,427965,4,2781,603,62964,130924192,37944060,35433444,2065703752,603,1163,2,1,4,4,311,1,2057003020,2009787578,277197630,155640652,155657036,2,1,6848188688,73389,73389,4,4,4,155640652,9,3,503384,14648466,4049156,58465,15697,2057003020,1542662,33896152,7229
35112.41,6,262144,64,116535,7678696536,64,95,132,0,603,1806082,8,29098,69,115,130362462,1208,1,68,17582,494805,4,2781,603,70236,151449912,44564949,41727380,2304885361,603,1163,2,1,4,4,311,1,2295160844,2248179892,344547716,174160988,174177372,2,1,7663083472,73389,73389,4,4,4,174160988,9,3,530443,16785100,4410517,68100,17514,2295160844,1737982,40155895,7229
40120.23,6,262144,64,142513,9390481564,64,95,137,0,603,2146467,8,36406,69,115,131158818,1208,1,68,21398,516651,4,2781,603,85500,158345592,54397522,45153598,2807139768,603,1163,2,1,4,4,311,1,2795331596,2748571708,392971651,213079343,213079343,2,1,9375491092,73389,73389,4,4,4,213079343,9,3,562480,18080615,4685285,74256,21330,2795331596,2072211,49714563,7229
45138.67,6,262144,64,163907,10800003470,64,95,140,0,603,2428813,8,42446,69,115,131424270,1208,1,68,24542,539503,4,2781,603,98080,164082232,60783504,47759043,3221080306,603,1163,2,1,4,4,311,1,3207553036,3160610072,456601160,245098763,245115147,2,1,10784345572,73389,73389,4,4,4,245098763,9,3,577469,19692317,4890226,80573,24474,3207553036,2348240,55895700,7229
50172.06,6,262144,64,173211,11412959970,64,95,142,0,603,2579726,8,45093,69,115,131689722,1208,1,68,25906,598844,4,2781,603,103536,166659192,64832289,53803113,3400650630,603,1163,2,1,4,4,311,1,3386335244,3339794381,496386803,259040215,259056599,2,1,11397769460,73389,73389,4,4,4,259040215,9,3,580941,22365736,5034720,88883,25839,3386335244,2490853,59800181,7229
