event,value,description
RecomputeWeight,1242,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,3426696,Number of dequeues invoked at all FairPolicyNodes
Query,3083,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,3083,"Same as Query, but only for SELECT queries."
InitialQuery,3083,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3438,Count queries with all subqueries
SelectQueriesWithSubqueries,3438,Count SELECT queries with all subqueries
QueryTimeMicroseconds,7006667367,Total time of all queries.
SelectQueryTimeMicroseconds,7006667367,Total time of SELECT queries.
FileOpen,636,Number of files opened.
Seek,23947,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,413472,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1988044990621,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,1947306455138,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,97112659,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6399050371842,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,133166,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,532,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,87042,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,300762,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,48005555842,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
