timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
3522.93,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
5527.08,2,253952,62,75057,4943465730,3,9927008,218,29,29,304,537,4,567,578509,0,21,29463,39,111363307,1136,1,0,4,1047,93369768,7,373350000,38,43,9,447,567,0,0,38602691,355102,1587350366,0,567,322,0,3,1,14,14,1569,3,1588160127,1559230327,48851107,94883374,94899758,1,3,1,4933083512,73389,73389,14,14,14,94866994,7,3,167226,591278,979170,13226,1588160127,578509,37624992,1831
7533.58,2,253952,62,121292,7991090786,16,28134096,389,29,29,304,832,4,585,920219,0,21,47695,39,116184598,1172,1,0,4,1047,151193748,7,604581524,38,43,9,447,585,0,0,61394366,364248,2549079470,0,585,338,0,3,1,14,14,1569,3,2548476655,2518502273,89917680,153482726,153515494,1,3,1,7981101784,73389,73389,14,14,14,153482730,7,3,177883,940674,1387968,21184,2548476655,920219,60008795,1885
9546.02,6,253952,62,160291,10560473918,16,30752893,568,31,31,304,1078,4,594,1264899,0,21,63022,39,118913420,1190,1,0,4,1047,199844277,7,799118460,38,45,9,447,594,0,0,83067524,786215,3361543268,0,594,349,0,3,1,14,14,1569,3,3359518481,3327776055,114642008,202875602,202875602,1,3,1,10549531336,73389,73389,14,14,14,202875606,7,3,192350,1292559,1781390,27898,3359518481,1264899,81288304,1919
11551.47,9,253952,62,190358,12540694158,21,37278159,719,32,32,304,1273,6,621,1539853,2,21,74837,39,124306338,1244,1,0,4,1047,237343684,7,949374736,38,46,9,447,621,0,0,99960121,1251713,3998826953,0,619,377,2,3,1,14,14,1569,3,3996191753,3952392172,138514861,240876897,240893281,1,3,1,12524746708,73389,73389,14,14,14,240860517,7,3,202094,1573276,2092572,33184,3996191753,1539853,97871327,2018
13562.75,11,253952,62,215338,14186392624,26,43524626,827,35,35,304,1439,6,666,1697208,4,21,84673,39,132871588,1334,1,0,4,1047,268460277,7,1073711800,38,49,9,447,666,0,0,111167425,1267967,4523523482,0,662,416,4,3,1,14,14,1569,3,4521484859,4471267497,155977356,272486273,272486273,1,3,1,14168434260,73389,73389,14,14,14,272469893,7,3,220602,1734441,2313195,37560,4521484859,1697208,108857469,2152
15567.84,12,253952,62,244115,16083000506,26,45137156,988,36,36,304,1628,7,684,1955970,4,21,95998,39,136496964,1370,1,0,4,1047,304281918,7,1216998324,38,50,9,447,684,0,0,127102580,1732333,5148446324,0,680,435,4,3,1,14,14,1569,3,5145276504,5070583808,173920665,308801731,308818115,1,3,1,16057690044,73389,73389,14,14,14,308801735,7,3,240013,1998862,2647572,42742,5145276504,1955970,124459814,2225
17573.53,12,253952,62,268114,17663749976,30,50768056,1051,37,37,304,1777,8,765,2112102,6,21,105400,39,151078830,1532,1,0,4,1047,334120783,7,1336224680,38,51,9,447,765,0,0,137761173,1740896,5673238905,0,759,490,6,3,1,14,14,1569,3,5670720081,5570704943,190277780,339051679,339051679,1,3,1,17630687340,73389,73389,14,14,14,339051683,7,3,253047,2158819,2855288,47102,5670720081,2112102,134911117,2474
19579.77,14,253952,62,292721,19284607356,31,53766863,1162,41,41,304,1930,8,936,2302154,6,21,115017,39,182031488,1874,1,0,4,1047,364600882,7,1458338904,38,55,9,447,936,0,0,149863181,2041751,6224057210,0,930,616,6,3,1,14,14,1569,3,6219666687,6084079685,205684943,369997947,369997947,1,3,1,19239893276,73389,73389,14,14,14,369997951,7,3,284625,2353303,3114772,51650,6219666687,2302154,146754130,2977
21585.49,15,253952,62,313918,20680322112,36,59823629,1261,41,41,304,2064,8,1026,2457750,8,21,123243,39,198570839,2054,1,0,4,1047,390691521,7,1562701396,38,55,9,447,1026,0,0,159450853,2044364,6715912576,0,1018,666,8,3,1,14,14,1569,3,6711249362,6527330703,221307528,396574449,396590833,1,3,1,20621871380,73389,73389,14,14,14,396574453,7,3,291558,2512462,3331759,55722,6711249362,2457750,156125224,3236
