timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
8776.23,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
10783.67,5,253952,62,29528,1944932534,1,2849738,0,156,11,11,1391,241,0,567,270710,0,22,11577,25,102301741,1136,1,0,4,2650,36642447,14,146375944,24,25,0,13,1089,567,0,0,17402099,604263,643922023,0,567,539,0,3,1,14,14,3240,3,645139295,615112320,20752768,37214863,37247631,1,3,1,1935172908,73389,73389,14,14,14,37214867,9,3,100032,276488,543471,5396,645139295,270710,16859244,2023
12788.37,7,253952,62,55122,3631648266,5,8158479,0,281,11,11,1391,423,0,576,445864,0,22,21670,25,105588992,1154,1,0,4,2650,68623134,14,274371896,24,25,0,13,1089,576,0,0,30038835,710893,1177619942,0,576,548,0,3,1,14,14,3240,3,1177581044,1146153373,38832092,69647757,69647757,1,3,1,3621683396,73389,73389,14,14,14,69647761,9,3,106695,455873,774297,9846,1177581044,445864,29265654,2051
14804.92,7,253952,62,82579,5440155916,5,9839227,0,431,16,16,1391,578,0,594,667615,0,22,32464,26,111711089,1190,1,0,4,2650,102885508,14,411412796,25,30,0,13,1101,594,0,0,45035719,1043732,1744765876,0,594,569,0,3,1,14,14,3240,3,1744859159,1715585003,55648127,104433914,104433914,1,3,1,5430563560,73389,73389,14,14,14,104433918,9,3,125631,682735,1106257,14510,1744859159,667615,43931120,2110
16809.16,8,253952,62,106703,7029315062,10,15798805,0,527,16,16,1391,739,0,603,832659,0,22,41931,26,115418192,1208,1,0,4,2650,132965323,14,531667120,25,30,0,13,1101,603,0,0,56741570,1092172,2252529385,0,603,574,0,3,1,14,14,3240,3,2250710457,2215868123,73550172,134991284,134991284,1,3,1,7019546800,73389,73389,14,14,14,134991288,9,3,131593,851694,1306238,18708,2250710457,832659,55437448,2135
18826.61,8,253952,62,129593,8536566274,11,19139237,0,620,20,20,1391,889,0,639,981598,0,22,50948,26,122994476,1280,1,0,4,2650,161406992,14,645627968,25,34,0,13,1101,639,0,0,67342017,1093015,2739479877,0,639,600,0,3,1,14,14,3240,3,2737882418,2692159078,87488571,163820142,163885678,1,3,1,8518647416,73389,73389,14,14,14,163820146,9,3,144271,1004344,1493458,22768,2737882418,981598,65850122,2236
20832.02,8,253952,62,153617,10119385334,13,22483538,0,747,20,20,1391,1027,0,684,1176368,0,22,60308,26,133930892,1370,1,0,4,2650,191188728,14,764690312,25,34,0,13,1101,684,0,0,79797814,1298571,3265638661,0,684,636,0,3,1,14,14,3240,3,3263708531,3192505573,103517550,194176586,194176586,1,3,1,10097182504,73389,73389,14,14,14,194176590,9,3,157757,1203529,1744962,27105,3263708531,1176368,78055871,2369
22837.81,9,253952,62,172087,11336483620,15,25648897,0,842,22,22,1391,1155,0,684,1324604,0,22,67568,26,135511538,1370,1,0,4,2650,214149103,14,856596412,25,36,1,13,1101,684,0,0,89322090,1471122,3676318483,0,684,636,0,3,1,14,14,3240,3,3673521816,3578346023,116384732,217382302,217398686,1,3,1,11303879736,73389,73389,14,14,14,217382306,9,3,166557,1355207,1939659,30498,3673521816,1324604,87385807,2369
24842.74,9,253952,62,187923,12380923884,18,29784288,0,945,22,22,1391,1259,0,765,1428962,0,22,73763,26,152112841,1532,1,0,4,2650,233781909,14,935127636,25,36,1,13,1101,765,0,0,96536669,1474902,4030717910,0,765,689,0,3,1,14,14,3240,3,4028800135,3909371176,127735411,237294834,237327602,1,3,1,12339331400,73389,73389,14,14,14,237294838,9,3,173875,1462195,2076930,33451,4028800135,1428962,94463431,2599
26855.00,9,253952,62,203411,13401409330,18,31357684,0,1051,24,24,1391,1362,7,954,1563497,0,22,79848,26,184822225,1910,1,0,4,2650,253040545,14,1012162180,25,38,1,13,1101,954,0,0,105275932,1784336,4370369996,0,954,883,0,3,1,14,14,3240,3,4366968585,4232703896,138129758,256793892,256810276,1,3,1,13353282416,73389,73389,14,14,14,256793896,9,3,183433,1599899,2261587,36275,4366968585,1563497,103018354,3265
28864.64,9,253952,62,214975,14163568092,20,35108875,0,1134,24,24,1391,1425,7,1008,1671584,0,22,84360,26,196321757,2018,1,0,4,2650,267367499,14,1069469996,25,38,1,13,1101,1008,0,0,112257286,2210364,4633325585,0,1008,942,0,3,1,14,14,3240,3,4629275491,4473883185,149498940,271355777,271355777,1,3,1,14110500436,73389,73389,14,14,14,271355781,9,3,188370,1710618,2395293,38424,4629275491,1671584,109866241,3474
30876.00,10,253952,62,225188,14835943144,20,36624455,0,1210,24,24,1391,1505,8,1152,1769809,0,22,88358,26,221543521,2306,1,0,4,2650,280007609,14,1120030436,25,38,1,13,1101,1152,0,0,118524973,2521347,4867271966,0,1152,1116,0,3,1,14,14,3240,3,4863409675,4687966386,157562436,284127932,284127932,1,3,1,14774652496,73389,73389,14,14,14,284127936,9,3,191999,1811141,2511027,40395,4863409675,1769809,116018412,4014
32888.05,11,253952,62,235342,15503905416,20,38196577,0,1270,24,24,1391,1558,8,1152,1867437,0,22,92311,26,221893435,2306,1,0,4,2650,292587095,14,1170283580,25,38,1,13,1101,1152,0,0,124648390,2888647,5097577133,0,1152,1116,0,3,1,14,14,3240,3,5093476563,4899658221,165558922,296890180,296890180,1,3,1,15438289392,73389,73389,14,14,14,296890184,9,3,195646,1911115,2617834,42282,5093476563,1867437,122035228,4014
