timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
7883.27,1,0,0,16798,1106448220,0,39050,0,17,1,1,10667,116,647,133823,36,1579,16,33,132853649,1295,1,0,15,15,12,14,85,647,0,0,0,1954532,329,375236156,0,647,457,2,1,14,14,386,1,376061956,326940751,1994071,24800997,24817381,1,2,1,1091243868,73389,73389,14,14,14,24800997,6,3,331902,135837,812489,2885,376061956,133823,1142127,2227
9893.51,2,253952,62,33311,2193699842,13,14784119,0,64,18,18,10667,119,675,257813,36,5165,32,79,140299886,1352,1,0,31,32,23,14,1919,675,0,0,0,5711547,967886,693336607,0,675,478,2,1,14,14,386,1,696122160,645083856,22002422,49491624,49508008,1,2,1,2177631456,73389,73389,14,14,14,49491624,6,3,482263,262273,1302612,5330,696122160,257813,4409153,2319
11897.87,2,253952,62,46324,3051297946,16,19824533,0,106,19,19,10667,121,675,363670,36,8822,32,79,140565338,1352,1,0,31,33,23,14,1919,675,0,0,0,9149448,1897201,946551062,0,675,478,2,1,14,14,386,1,946862896,895825313,32099915,68990682,68990682,1,2,1,3035590008,73389,73389,14,14,14,68990682,6,3,497808,370094,1447164,7243,946862896,363670,7702618,2319
13913.24,2,253952,62,57032,3756773762,18,22347237,0,121,23,23,10667,123,675,423272,36,11862,32,79,140830790,1352,1,0,31,37,23,14,1919,675,0,0,0,11529467,2179928,1152689858,0,675,478,2,1,14,14,386,1,1152645936,1102044580,37377448,85024968,85024968,1,2,1,3740377696,73389,73389,14,14,14,85008584,6,3,514734,431071,1532799,8813,1152645936,423272,9997096,2319
15917.90,2,253952,62,70539,4647012102,22,28016657,0,169,25,25,10667,125,675,505504,36,15647,32,79,141361694,1352,1,0,31,39,23,14,1919,675,0,0,0,14973800,3103993,1410878416,0,675,478,2,1,14,14,386,1,1412692784,1362299627,48450241,105259147,105259147,1,2,1,4631402468,73389,73389,14,14,14,105259147,6,3,538830,515099,1691916,10797,1412692784,505504,13282419,2319
17922.62,2,253952,62,81090,5341933314,23,30771441,0,213,25,25,10667,127,675,554112,36,18677,32,79,141361694,1352,1,0,31,39,23,14,1919,675,0,0,0,17240024,3106426,1614655597,0,675,478,2,1,14,14,386,1,1615723312,1565390955,53500826,121058024,121058024,1,2,1,5326553056,73389,73389,14,14,14,121058024,6,3,549785,564982,1753568,12346,1615723312,554112,15487086,2319
19928.16,2,253952,62,92949,6123637422,23,32209799,0,247,27,27,10667,129,675,623188,36,21978,32,79,141892598,1352,1,0,31,41,23,14,1919,675,0,0,0,20045461,3512505,1843998371,0,675,478,2,1,14,14,386,1,1844050736,1793901623,58170698,138822537,138822537,1,2,1,6108191628,73389,73389,14,14,14,138822537,6,3,565812,635602,1855735,14088,1844050736,623188,18190455,2319
21941.44,2,253952,62,103311,6806172330,25,35980022,0,269,27,27,10667,131,675,677719,36,24870,32,79,141892598,1352,1,0,31,41,23,14,1919,675,0,0,0,22311584,3541351,2043709566,0,675,478,2,1,14,14,386,1,2043673392,1993520887,64371643,154326502,154326502,1,2,1,6790366088,73389,73389,14,14,14,154326502,6,3,572295,691372,1928866,15611,2043673392,677719,20383536,2319
23945.75,2,253952,62,114954,7573467276,27,39470834,0,311,29,29,10667,132,675,752972,36,28143,32,79,142423502,1352,1,0,31,43,23,14,1919,675,0,0,0,25123661,3984051,2267416272,0,675,478,2,1,14,14,386,1,2267937584,2217812746,71331091,171765494,171765494,1,2,1,7557681736,73389,73389,14,14,14,171765494,6,3,589359,768181,2041024,17322,2267937584,752972,23083550,2319
25954.96,2,253952,62,126912,8361116478,28,41208820,0,335,33,33,10667,134,675,845598,36,31517,32,79,142423502,1352,1,0,31,47,23,14,1919,675,0,0,0,28111832,4594679,2496898918,0,675,478,2,1,14,14,386,1,2497837872,2448027704,76749426,189657205,189673589,1,2,1,8344917020,73389,73389,14,14,14,189657205,6,3,619510,862474,2189834,19076,2497837872,845598,25923018,2319
