timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
10665.98,2,253952,62,30977,2039604614,3,5004257,142,13,13,672,252,0,567,293080,2,92,12138,24,375,101988025,1136,1,0,4,2076,38421899,11,153558340,23,27,10,530,567,0,0,17681204,595410,671478859,0,565,598,2,3,1,14,14,2782,0,3,672364996,644943808,23206111,39035646,39035646,1,3,1,0,2029001656,73389,73389,14,14,14,39019266,7,3,113831,300094,604383,5634,672364996,293080,17077565,2312
12671.36,13,253952,62,57804,3806510868,8,11141798,261,14,14,672,436,0,567,496438,2,92,22708,24,375,104497753,1136,1,0,4,2076,71913331,11,287588920,23,28,10,530,567,0,0,30697127,799968,1232385505,0,565,598,2,3,1,14,14,2782,0,3,1231943858,1201313341,42649584,73004762,73021146,1,3,1,0,3796247656,73389,73389,14,14,14,73004766,7,3,124163,508239,828987,10297,1231943858,496438,29869405,2312
14678.90,16,253952,62,85657,5643142654,8,12104479,399,17,17,672,595,0,576,723089,2,92,33677,24,375,110306798,1154,1,0,4,2076,106753719,11,426885780,23,31,10,530,576,0,0,45317369,1028039,1809870264,0,574,606,2,3,1,14,14,2782,0,3,1809632267,1779529041,58442984,108324670,108341054,1,3,1,0,5632030904,73389,73389,14,14,14,108308290,7,3,139318,740084,1126333,15051,1809632267,723089,44192853,2344
16683.75,17,253952,62,110788,7298899852,12,17098532,482,18,18,672,759,0,594,901839,2,92,43526,24,375,116359335,1190,1,0,4,2076,137999474,11,551933412,23,32,10,530,594,0,0,57385806,1139669,2333240769,0,592,614,2,3,1,14,14,2782,0,3,2331785653,2300827421,75595709,140180250,140180250,1,3,1,0,7289373032,73389,73389,14,14,14,140180254,7,3,150281,923146,1368527,19389,2331785653,901839,56019583,2393
18688.63,19,253952,62,134334,8848184626,14,20601105,582,20,20,672,921,0,612,1053474,2,92,52819,24,375,120253100,1226,1,0,4,2076,167436092,11,669679744,23,34,10,530,612,0,0,67964893,1140330,2822938553,0,610,623,2,3,1,14,14,2782,0,3,2820520804,2788728058,89678434,169970175,169970175,1,3,1,0,8838449132,73389,73389,14,14,14,169970179,7,3,162312,1078606,1557587,23465,2820520804,1053474,66410047,2439
20693.13,20,253952,62,158579,10446842208,17,25690845,724,24,24,672,1073,0,612,1242779,2,92,62358,24,375,122762828,1226,1,0,4,2076,197657531,11,790630124,23,38,10,530,612,0,0,80475651,1462642,3328100155,0,610,623,2,3,1,14,14,2782,0,3,3325729584,3292148836,107587651,200688782,200688782,1,3,1,0,10435816696,73389,73389,14,14,14,200688786,7,3,182637,1272270,1807429,27652,3325729584,1242779,78671448,2439
22699.75,22,253952,62,177662,11704480760,19,28925032,816,25,25,672,1191,0,630,1386479,2,92,69872,24,375,126307118,1262,1,0,4,2076,221519699,11,886014072,23,39,10,530,630,0,0,89935678,1644471,3733457103,0,628,637,2,3,1,14,14,2782,0,3,3731309784,3688889650,120469868,224825783,224825783,1,3,1,0,11690940748,73389,73389,14,14,14,224825787,7,3,198889,1419385,2004968,31010,3731309784,1386479,87934296,2500
24704.57,24,253952,62,194135,12789601974,21,32022196,915,25,25,672,1298,0,666,1495346,2,92,76317,24,375,132872078,1334,1,0,4,2076,241925329,11,967636572,23,39,10,530,666,0,0,97345333,1644842,4087911928,0,664,656,2,3,1,14,14,2782,0,3,4084450723,4031517747,130968009,245602793,245619177,1,3,1,0,12771345268,73389,73389,14,14,14,245602797,7,3,218982,1530951,2140893,33948,4084450723,1495346,95208348,2602
26712.48,28,253952,62,210018,13836268930,21,32672871,1003,27,27,672,1403,1,693,1628849,2,92,82573,24,375,137936901,1388,1,0,4,2076,261708057,11,1046767784,23,41,10,530,693,0,0,106087715,1919948,4427644959,0,691,682,2,3,1,14,14,2782,0,3,4424442838,4362343508,140621388,265654589,265670973,1,3,1,0,13814038660,73389,73389,14,14,14,265654593,7,3,228029,1667556,2302557,36782,4424442838,1628849,103789397,2688
28734.81,28,253952,62,221923,14619481578,22,36451094,1099,27,27,672,1484,1,747,1737810,2,92,87268,24,375,147011193,1496,1,0,4,2076,276587391,11,1106349564,23,41,10,530,747,0,0,113090743,2473128,4688075485,0,745,734,2,3,1,14,14,2782,0,3,4683792925,4609897711,151927284,280647850,280664234,1,3,1,0,14593688232,73389,73389,14,14,14,280647854,7,3,239023,1779063,2464420,38948,4683792925,1737810,110630806,2873
30743.16,28,253952,62,232604,15322455082,23,39072095,1182,27,27,672,1543,1,774,1833325,2,92,91437,24,375,152489052,1550,1,0,4,2076,289833677,11,1159334708,23,41,10,530,774,0,0,119403651,2721142,4919817959,0,772,760,2,3,1,14,14,2782,0,3,4916106779,4832259039,161078104,294116325,294116325,1,3,1,0,15293196964,73389,73389,14,14,14,294099945,7,3,245566,1876902,2579111,40865,4916106779,1833325,116829244,2967
32749.94,28,253952,62,242784,15994606886,23,40590019,1244,28,28,672,1616,1,810,1927953,2,92,95443,24,375,159678779,1622,1,0,4,2076,302505091,11,1209955896,23,42,10,530,810,0,0,125507214,3186331,5146291122,0,808,798,2,3,1,14,14,2782,0,3,5141821786,5044639525,169147824,306984181,306984181,1,3,1,0,15961473508,73389,73389,14,14,14,306951417,7,3,251392,1973761,2699137,42760,5141821786,1927953,122812993,3099
34760.01,30,253952,62,253269,16683399194,24,43349490,1350,28,28,672,1681,1,936,2030750,2,92,99538,24,375,181297255,1874,1,0,4,2076,315500113,11,1261935780,23,42,10,530,936,0,0,132018839,3793930,5376100645,0,934,911,2,3,1,14,14,2782,0,3,5371560730,5263035130,179023515,320131453,320131453,1,3,1,0,16646835588,73389,73389,14,14,14,320131457,7,3,262709,2078853,2846703,44674,5371560730,2030750,129177286,3608
36775.78,30,253952,62,263534,17361097426,24,44455605,1451,28,28,672,1745,1,945,2130467,2,92,103569,24,375,184364669,1892,1,0,4,2076,328275792,11,1313038448,23,42,10,530,945,0,0,138552991,4227326,5604668519,0,943,918,2,3,1,14,14,2782,0,3,5600278096,5477225128,187061231,333105805,333105805,1,3,1,0,17321501892,73389,73389,14,14,14,333105809,7,3,267314,2180966,2966410,46565,5600278096,2130467,135591959,3639
38790.26,30,253952,62,274033,18052201688,24,45542486,1550,28,28,672,1811,1,981,2231457,2,92,107684,24,375,190648401,1964,1,0,4,2076,341300191,11,1365200764,23,42,10,530,981,0,0,145111389,4688898,5838583857,0,979,960,2,3,1,14,14,2782,0,3,5833600887,5696080508,195136668,346316010,346316010,1,3,1,0,18008432552,73389,73389,14,14,14,346316014,7,3,272069,2284350,3102174,48493,5833600887,2231457,142014827,3779
