event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,81009,81009,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,44040192,44040192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,10752,10752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,154,154,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2351,16444,14093,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,55,143,88,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,82384,82384,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,73958144,73958049,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,4872382449565,4872379843784,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,17675,17675,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,28921274620,28921274620,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,508430,508430,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,17675,17675,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,17675,17675,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,10639007021,10639007021,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1605,310539,308934,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,70,18906,18836,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,162272,161972,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,416274,1171190341,1170774067,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,6580111,6580111,Number of dequeues invoked at all FairPolicyNodes
FileOpen,357,1348,991,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,16617,16617,Time spent filtering parts by PK.
FunctionExecute,0,25353942,25353942,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,672,1452,780,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2583917,8307480,5723563,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
