event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,18098,18098,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,23068672,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,5632,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,142,142,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1363,11610,10247,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,15,107,92,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,90831,90831,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,38591781,38591686,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,2542438104835,2542435499054,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,5574,5574,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,4062375725,4062375725,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,122453,122453,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,5574,5574,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,5574,5574,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,3270758615,3270758615,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1057,156717,155660,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,18,1294,1276,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,89534,89234,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,399353,392451168,392051815,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,12,12,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,2324384,2324384,Number of dequeues invoked at all FairPolicyNodes
FileOpen,357,1139,782,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,4563,4563,Time spent filtering parts by PK.
FunctionExecute,0,13114627,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,664,1201,537,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2833719,3275651,441932,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,705,6455,5750,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,75,33784,33709,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,34075,232858,198783,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,33,32,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,22,22,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,88,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,67,67,Number of reused server HTTP connections
IOBufferAllocBytes,21191413,18563313245,18542121832,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,420,179789,179369,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,90,89,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,95871,95621,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,108958,108958,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,180,180,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,58905,58905,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,26621970705,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,505,505,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,106487882820,106487882820,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,11818,11818,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807422,807422,Number of marks loaded (total across columns).
LoadedMarksFiles,0,143,143,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3661568,3661568,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,57945,80970925994,80970868049,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,118,5777,5659,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,8441,976265,967824,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,118,7456,7338,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,88,123707,123619,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,70,5729,5659,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5183,273682,268499,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1939778,1939778,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,88948,88948,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,143,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,226,6822,6596,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,13356,1950268,1936912,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,516,1258,742,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,723,2069,1346,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,121,295,174,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1184,4106,2922,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,5244,21216,15972,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,32438,32438,Total time spent while merging sorted columns
NetworkReceiveBytes,250,95871,95621,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,20,3908,3888,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,108958,108958,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,13980,13980,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,23272465911,23272465911,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,10797186,10797186,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,786068515147,786068515147,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,712,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,88457,88457,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,57,111180,111123,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,280,1057,777,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,8972,9662,690,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,5,5,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,67,253,186,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,223,222,Count queries with all subqueries
Query,1,90,89,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,1101,1101,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,1187,1187,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,53,120452,120399,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,3424216658,3424216658,Total time of all queries.
RWLockAcquiredReadLocks,138,491,353,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,2643,67914,65271,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,5607462,785612844325,785607236863,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,308927,775740376279,775740067352,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,87813192457,87813192457,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
