event,value,description
RecomputeWeight,332,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,2324384,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,176,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,90,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,90,"Same as Query, but only for SELECT queries."
InitialQuery,90,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,223,Count queries with all subqueries
SelectQueriesWithSubqueries,223,Count SELECT queries with all subqueries
QueryTimeMicroseconds,3424216658,Total time of all queries.
SelectQueryTimeMicroseconds,3424216658,Total time of SELECT queries.
FileOpen,1139,Number of files opened.
Seek,6822,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,67914,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,785612844325,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,775740376279,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,38591781,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2542438104835,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,88457,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1057,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,111180,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,179789,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,18563313245,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,88948,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1101,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1187,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,89534,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,392451168,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,12,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,3908,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,13980,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,95871,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,108958,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1201,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,232858,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,33784,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,6455,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,3275651,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,5777,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,5729,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,273682,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,123707,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,7456,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,80970925994,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,976265,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,18098,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,90831,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,180,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,106487882820,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,505,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,58905,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,120452,Total time spent executing query plan optimizations.
SelectedParts,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,52803335626,Number of rows SELECTed from all tables.
SelectedBytes,2539360411957,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,11818,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,4563,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,1835081,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,32438,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,11610,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,107,Time spent resetting task for Common executor.
ContextLock,156717,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1294,Context lock wait time in microseconds
RWLockAcquiredReadLocks,491,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,9662,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,5,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,253,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,18748,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,59,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,8037,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,87813192457,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,22610660515,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,662492297,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,69595034,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,10797186,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,23272465911,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,786068515147,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,6299296,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,785430644355,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,385832421,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,394737707,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,104,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,21216,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2069,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4106,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,295,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1258,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,142,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1939778,Cumulative time spend in logging
InterfaceHTTPSendBytes,108958,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,95871,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,33,Number of created server HTTP connections
HTTPServerConnectionsReused,67,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,22,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,5574,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,3270758615,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,4062375725,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,122453,Total number of CPU preemptions
ConcurrencyControlUpscales,5574,Total number of CPU upscaling events
ConcurrencyControlDownscales,5574,Total number of CPU downscaling events
