event,value,description
RecomputeWeight,4071,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,8148610,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1908,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,945,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,945,"Same as Query, but only for SELECT queries."
InitialQuery,945,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2333,Count queries with all subqueries
SelectQueriesWithSubqueries,2333,Count SELECT queries with all subqueries
QueryTimeMicroseconds,25607301873,Total time of all queries.
SelectQueryTimeMicroseconds,25607301873,Total time of SELECT queries.
FileOpen,14473,Number of files opened.
Seek,234983,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,3703673,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,8248951885657,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,4713,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,9507458,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,8171646771654,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,407327722,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,26839335783729,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,554725,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,8358,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,528579,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1156836,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,135056294183,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,59712,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,244580352,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,137331266,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,557060,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,23,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1861,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1871,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,563109,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5604148674,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,49691,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,27757,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,123720,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,997455,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1221115,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1587,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,592842,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1660435,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,67560,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,23482567,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,66026,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,65878,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,27792012,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1807925759,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,65910495,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,1392469604061,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1169327968,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,374686,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,1082588,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,1820,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,269177703795,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1076710815180,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,2597,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,625292,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1093156,Total time spent executing query plan optimizations.
SelectedParts,1866,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1866,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1866,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,68471937,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,68471937,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,559835365806,Number of rows SELECTed from all tables.
SelectedBytes,26816894118158,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,559835403786,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,559835362566,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
