event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,123751,374686,250935,Total time spent analyzing index of patch parts
ArenaAllocBytes,125042688,244580352,119537664,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,30528,59712,29184,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,0,3142,3142,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,525424,42031091,41505667,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,170,189,19,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,208232395,407327722,199095327,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13720875883826,26839335783729,13118459899903,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,31958,31958,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,10819054037,10819054037,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,276332,276332,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,31958,31958,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,31958,31958,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,5677374518,5677374518,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,477,477,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,14884,14884,0,Total time a query was waiting for a query slots
ContextLock,864538,1651285,786747,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,32147,114021,81874,Context lock wait time in microseconds
CreatedReadBufferOrdinary,285428,563109,277681,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3260416339,5604136716,2343720377,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,49691,49682,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,8148610,8148610,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1632,14473,12841,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,2092,4118,2026,Time spent filtering parts by PK.
FunctionExecute,70163065,137331266,67168201,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1140,1587,447,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,14980359,23482507,8502148,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,34048,67555,33507,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,467786,1660428,1192642,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,192973,592842,399869,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,202,374,172,Number of created server HTTP connections
HTTPServerConnectionsExpired,9,13,4,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,477,932,455,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,9,10,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,477,929,452,Number of reused server HTTP connections
HardPageFaults,575,630,55,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,65741313875,135048953710,69307639835,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,575907,1156829,580922,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,487,944,457,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,523544,997206,473662,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,674889,1201791,526902,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,928,1820,892,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,257005,625292,368287,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,137251048968,269177703795,131926654827,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1288,2597,1309,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,549004195872,1076710815180,527706619308,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2904187,2904187,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,813119,5818,Number of marks loaded (total across columns).
LoadedMarksFiles,22,23,1,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3660128,7968,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,576127254937,1392469603845,816342348908,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,32972,66022,33050,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,581662368,1169327779,587665411,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,33756426,65910491,32154065,Counts the number of jobs that have been pushed to the local thread pools.
