event,value,description
RecomputeWeight,4071,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,8148610,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1908,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,487,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,487,"Same as Query, but only for SELECT queries."
InitialQuery,487,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1196,Count queries with all subqueries
SelectQueriesWithSubqueries,1196,Count SELECT queries with all subqueries
QueryTimeMicroseconds,12847854607,Total time of all queries.
SelectQueryTimeMicroseconds,12847854607,Total time of SELECT queries.
FileOpen,1632,Number of files opened.
Seek,162955,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2534962,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,4226615076933,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,4177782171099,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,208232395,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,13720875883826,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,283989,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1413,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,239285,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,575907,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,65741313875,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,30528,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,125042688,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,70163065,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,285197,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,949,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,959,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,285428,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3260416339,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,14602,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,62690,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,523544,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,674889,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1140,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,192973,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,467786,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,34048,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,14980359,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,32972,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,32824,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5419071,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,419437013,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,33756426,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,576127254937,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,581662368,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,123751,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,1082588,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,928,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,137251048968,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,549004195872,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1288,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,257005,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,475454,Total time spent executing query plan optimizations.
SelectedParts,954,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,954,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,954,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,35006553,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,35006553,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,286218081309,Number of rows SELECTed from all tables.
SelectedBytes,13707265989774,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,286218079254,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,286218079254,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
