event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,509942,1070949,561007,Total time spent analyzing index of patch parts
ArenaAllocBytes,442236928,639893504,197656576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,107968,156224,48256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,3142,3142,0,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,42112400,42191592,79192,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,221,259,38,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,737112604,1066612259,329499655,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,48569726482303,70281053261319,21711326779016,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,76883,76883,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,36256153370,36256153370,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,908113,908113,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,76883,76883,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,76883,76883,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,26732676414,26732676414,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1231,1231,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,31104,31104,0,Total time a query was waiting for a query slots
ContextLock,2948386,4240145,1291759,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,151380,383714,232334,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1014594,1463280,448686,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,9209141302,13154491870,3945350568,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,49691,49691,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,21563092,21563092,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,15583,16736,1153,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,6956,10723,3767,Time spent filtering parts by PK.
FunctionExecute,248725223,360119180,111393957,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1587,3162,1575,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,30700519,59073100,28372581,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,110510,165615,55105,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,2223919,5261090,3037171,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,1424,1424,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,592842,2158730,1565888,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,570,790,220,Number of created server HTTP connections
HTTPServerConnectionsExpired,17,19,2,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,1687,2440,753,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,13,14,1,Number of reset server HTTP connections. Server closes connection
