event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1070949,1231867,160918,Total time spent analyzing index of patch parts
ArenaAllocBytes,639893504,916455424,276561920,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,156224,223744,67520,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,3142,3142,0,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,42191592,42432519,240927,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,259,320,61,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,1066612259,1528884773,462272514,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,70281053261319,100741843798577,30460790537258,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,76883,121003,44120,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,36256153370,111483790042,75227636672,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,908113,3049889,2141776,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,76883,121003,44120,Total number of CPU slots acquired
ConcurrencyControlUpscales,76883,121003,44120,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,26732676414,100505235483,73772559069,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1231,2286,1055,Total number of query slots acquired
