event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2122,123751,121629,Total time spent analyzing index of patch parts
ArenaAllocBytes,5505024,125042688,119537664,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,1344,30528,29184,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,201540,525424,323884,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,132,170,38,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,9078879,208232395,199153516,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,598224122876,13720875883826,13122651760950,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,1421,31958,30537,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,269380894,10819054037,10549673143,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,6962,276332,269370,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,1421,31958,30537,Total number of CPU slots acquired
ConcurrencyControlUpscales,1421,31958,30537,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,186864383,5677374518,5490510135,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,21,477,456,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,316,14884,14568,Total time a query was waiting for a query slots
ContextLock,74612,864480,789868,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2470,32147,29677,Context lock wait time in microseconds
CreatedReadBufferOrdinary,12638,285428,272790,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,999764875,3260401910,2260637035,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,326611,8148610,7821999,Number of dequeues invoked at all FairPolicyNodes
FileOpen,428,1632,1204,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,86,2092,2006,Time spent filtering parts by PK.
FunctionExecute,2994864,70163065,67168201,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1071,1140,69,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,10725834,14980336,4254502,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,2402,34043,31641,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,59404,467783,408379,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,151888,192973,41085,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,24,201,177,Number of created server HTTP connections
HTTPServerConnectionsExpired,7,8,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,21,476,455,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,7,8,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,21,476,455,Number of reused server HTTP connections
HardPageFaults,575,575,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,2964336317,65733973402,62769637085,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,25519,575900,550381,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,29,486,457,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,24330,523295,498965,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,131204,657452,526248,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,36,928,892,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,5859,257005,251146,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,5324394141,137251048968,131926654827,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,43,1288,1245,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,21297576564,549004195872,527706619308,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2904187,2904187,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,34486532286,576127254790,541640722504,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,1784,32968,31184,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,33208550,581662297,548453747,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,1457616,33756422,32298806,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,5650750,419437013,413786263,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,1636,32813,31177,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,419146,5419059,4999913,Total time local thread pools have spent waiting to borrow a thread from the global pool.
