event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,374686,509942,135256,Total time spent analyzing index of patch parts
ArenaAllocBytes,244580352,442236928,197656576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,59712,107968,48256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,3142,3142,0,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,42031091,42112400,81309,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,189,221,32,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,407327722,737112604,329784882,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,26839335783729,48569726482303,21730390698574,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,31958,76883,44925,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,10819054037,36256153370,25437099333,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,276332,908113,631781,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,31958,76883,44925,Total number of CPU slots acquired
ConcurrencyControlUpscales,31958,76883,44925,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,5677374518,26732676414,21055301896,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,477,1231,754,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,14884,31104,16220,Total time a query was waiting for a query slots
ContextLock,1651343,2948328,1296985,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,114021,151380,37359,Context lock wait time in microseconds
CreatedReadBufferOrdinary,563109,1014594,451485,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5604148674,9209123926,3604975252,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,49691,49691,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,8148610,21563092,13414482,Number of dequeues invoked at all FairPolicyNodes
FileOpen,14473,15583,1110,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,4118,6956,2838,Time spent filtering parts by PK.
FunctionExecute,137331266,248725223,111393957,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1587,1587,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,23482567,30700464,7217897,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,67560,110505,42945,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1660435,2223917,563482,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,592842,592842,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,375,569,194,Number of created server HTTP connections
HTTPServerConnectionsExpired,14,16,2,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,933,1686,753,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,11,12,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,930,1682,752,Number of reused server HTTP connections
HardPageFaults,630,630,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,135056294183,238775849563,103719555380,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1156836,2067603,910767,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,945,1700,755,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,997455,1824273,826818,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,1221115,2082992,861877,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1820,3312,1492,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,625292,1009351,384059,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,269177703795,489844260972,220666557177,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,2597,5072,2475,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1076710815180,1959377043888,882666228708,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2904187,2904187,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,813119,813119,0,Number of marks loaded (total across columns).
LoadedMarksFiles,23,23,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3660128,3660128,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1392469604061,1990665183316,598195579255,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,66026,108216,42190,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1169327968,2080466077,911138109,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,65910495,119794800,53884305,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,1807925759,2174293493,366367734,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,65878,108061,42183,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,27792012,34132274,6340262,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,12724783,12724783,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,557060,1008545,451485,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,23,23,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,1904,1904,0,Total time spent for memory allocator purge
MemoryWorkerRun,234983,306757,71774,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,87413989,135737001,48323012,Total time spent by MemoryWorker for background work
Merge,1,1,0,Number of launched background merges.
MergeExecuteMilliseconds,36310,36310,0,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,29135,29135,0,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,29152,29152,0,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,36334004,36334004,0,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,4497,4497,0,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,7175,7175,0,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,7175,7175,0,Total time spent for projection stage of background merges
MergeSourceParts,3,3,0,Number of source parts scheduled for merges.
