event,value,description
RecomputeWeight,12788,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,41547158,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,9144,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,4570,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,4570,"Same as Query, but only for SELECT queries."
InitialQuery,4570,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,11376,Count queries with all subqueries
SelectQueriesWithSubqueries,11376,Count SELECT queries with all subqueries
QueryTimeMicroseconds,360503486374,Total time of all queries.
SelectQueryTimeMicroseconds,360503486374,Total time of SELECT queries.
FileOpen,18601,Number of files opened.
Seek,521912,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,8665646,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,40513834600228,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,4713,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,9507458,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,39969177719012,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,1990286070,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,131144397756071,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,2709096,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,12241,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4126299,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,5510731,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,631166369894,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,291264,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,1193017344,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,672635012,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,2715314,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,23,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,9097,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,9107,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,2721363,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,24736426107,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,49691,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,126969,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,730731,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,4869713,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,5405633,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,12937,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,11199,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,64196350,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,15862935,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,275108,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,495840631,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,269949,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,269801,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,413377987,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,63943992928,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,324175730,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,17748556402855,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,13172194495,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,4636666,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,1082588,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
