event,value,description
RecomputeWeight,8314,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,21563092,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,4922,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1700,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1700,"Same as Query, but only for SELECT queries."
InitialQuery,1700,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,4215,Count queries with all subqueries
SelectQueriesWithSubqueries,4215,Count SELECT queries with all subqueries
QueryTimeMicroseconds,50424476783,Total time of all queries.
SelectQueryTimeMicroseconds,50424476783,Total time of SELECT queries.
FileOpen,15583,Number of files opened.
Seek,306757,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,4878383,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,14981747369440,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,4713,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,9507458,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,14795774564345,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,737112604,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,48569726482303,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1005160,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,9408,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1018081,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2067603,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,238775849563,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,107968,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,442236928,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,248725223,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1008545,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,23,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,3369,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,3379,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1014594,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,9209123926,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,49691,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,48697,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,232407,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1824273,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2082992,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1587,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,592842,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2223917,Total time threads have spent waiting for locks in the global thread pool.
