event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1231867,4636666,3404799,Total time spent analyzing index of patch parts
ArenaAllocBytes,916455424,1193017344,276561920,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,223744,291264,67520,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,3142,3142,0,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,42432519,42527871,95352,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,320,374,54,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1082588,1082588,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,1528884773,1990286070,461401297,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,100741843798577,131144397756071,30402553957494,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,121003,121003,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,111483790042,111483790042,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,3049889,3049889,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,121003,121003,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,121003,121003,0,Total number of CPU upscaling events
