timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.33,0,262144,64,9517,627217318,1,2712236,271,2,2,19447,83,0,576,77559,0,5,3509,5,0,100651962,1154,1,4,307,11165087,5,44660348,4,1927,191,2,19,576,3091753,131,235063484,576,142,0,3,1,2,2,764,3,234028870,200464481,6089946,11854651,11854651,3,1,616441884,73389,73389,2,2,2,11854655,4,3,97284,178450,184995,2342,1923,234028870,75217,2907057,1246
10030.56,3,262144,64,18671,1230886388,2,5848583,521,7,7,19447,153,0,576,163993,0,5,7283,9,0,104404488,1154,1,4,307,23059387,5,92108384,8,3507,2206,2,450,576,6973485,244672,421993237,576,142,0,3,1,2,2,764,3,420070318,390880919,13609228,23453191,23453191,3,1,1219565964,73389,73389,2,2,2,23453195,4,3,109852,484985,290456,5163,3498,420070318,158830,6683775,1246
15055.11,29,262144,64,29879,1968575168,7,15355924,814,13,13,19447,236,4,576,396228,0,5,11701,10,0,107252064,1154,1,4,307,37026292,5,148040532,9,5472,34112,2,473,576,16642873,1798838,657783180,576,142,0,3,1,2,2,764,3,654649311,622790347,34955535,37652913,37669297,3,1,1957951508,73389,73389,2,2,2,37652917,4,3,140184,1666709,609803,13329,5457,654649311,382899,16033814,1246
20059.25,81,262144,64,42205,2782284244,8,23109024,1143,13,13,19447,322,13,576,750601,0,5,16566,10,0,111644088,1154,1,4,307,52348673,5,209394692,9,7597,86562,2,473,576,31532796,4702436,913820734,576,142,0,3,1,2,2,764,3,909278120,879226745,61458371,53283188,53283188,3,1,2770725808,73389,73389,2,2,2,53283192,4,3,169140,3649897,1093030,27733,7582,909278120,722868,30440465,1246
25064.11,81,262144,64,50199,3308061324,12,29354734,1383,13,13,19447,376,13,576,799892,0,5,19650,10,0,113526384,1154,1,4,307,62148903,5,248595612,9,8984,86764,2,473,576,34198928,4704139,1081671871,576,142,0,3,1,2,2,764,3,1076362179,1044860360,70567894,63403738,63403738,3,1,3296994408,73389,73389,2,2,2,63403742,4,3,169781,3771946,1124486,29536,8969,1076362179,770356,33075377,1246
30068.85,81,262144,64,58285,3839891848,12,31496481,1629,13,13,19447,424,13,576,849264,0,5,22855,10,0,114793314,1154,1,4,307,72307650,5,289230600,9,10355,86947,2,473,576,36948417,4704352,1248728169,576,142,0,3,1,2,2,764,3,1242659930,1212212952,75649678,73630784,73630784,3,1,3828800800,73389,73389,2,2,2,73630788,4,3,172654,3893324,1153871,31437,10340,1242659930,817827,35795614,1246
35073.31,81,262144,64,67700,4461317378,12,33305223,1899,13,13,19447,488,13,576,909227,0,5,26575,10,0,116301564,1154,1,4,307,84101845,5,336407380,9,11978,87076,2,473,576,39985335,4704450,1445001082,576,142,0,3,1,2,2,764,3,1438047245,1407707203,80722117,85569070,85585454,3,1,4449591672,73389,73389,2,2,2,85569074,4,3,176976,4041024,1192848,33566,11963,1438047245,875661,38793786,1246
40078.44,82,262144,64,77361,5098828566,12,34560072,2216,13,13,19447,542,13,576,976350,0,5,30394,10,0,116591148,1154,1,4,307,96225494,5,384901976,9,13623,87376,2,473,576,43562712,4704620,1646264901,576,142,0,3,1,2,2,764,3,1638393886,1608692734,85818575,97835036,97835036,3,1,5087421904,73389,73389,2,2,2,97835040,4,3,182427,4205221,1237542,35918,13608,1638393886,940432,42326428,1246
45082.62,82,262144,64,85157,5612281082,12,36890342,2440,13,13,19447,593,13,576,1023019,0,5,33462,10,0,116591148,1154,1,4,307,105869779,5,423479116,9,14944,87534,2,473,576,46107963,4704738,1805869535,576,142,0,3,1,2,2,764,3,1797272201,1769954486,90877994,107730084,107730084,3,1,5601964400,73389,73389,2,2,2,107730088,4,3,184189,4322407,1267069,37732,14929,1797272201,985287,44842201,1246
50100.96,89,262144,64,92643,6104741742,12,40181964,2643,17,17,19447,646,13,576,1102365,0,5,36390,10,0,116591148,1154,1,4,307,115095079,5,460380316,9,16246,87980,2,473,576,49851396,5059366,1962007175,576,142,0,3,1,2,2,764,3,1952664147,1925050951,98513971,117195274,117195274,3,1,6094154280,73389,73389,2,2,2,117195278,4,3,199536,4680375,1398727,40692,16227,1952664147,1061673,48453945,1246
55134.17,139,262144,64,105032,6919189040,14,48774239,2963,19,19,19447,726,28,576,1481778,0,5,41311,10,0,116591148,1154,1,4,307,130794525,5,523178100,9,18371,121138,2,473,576,65191241,8378632,2220244703,576,142,0,3,1,2,2,764,3,2209475244,2181380206,126734512,132857490,132873874,3,1,6908589512,73389,73389,2,2,2,132857494,4,3,217019,6953248,1884839,60664,18350,2209475244,1421114,63305157,1246
