timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.11,8,262144,64,15325,1010336002,2,5924684,131,5,5,6579,160,0,576,145390,1,5987,7,0,102510126,1154,1,4,261,18900291,7,75601164,6,3019,795,2,612,576,5798696,6441,356980073,576,625,3,1,2,2,651,3,355325872,321267974,12249196,19218371,19218371,3,1,999355324,73389,73389,2,2,2,19218375,6,3,66208,333130,250653,4110,3012,355325872,141280,5548560,2549
10041.44,14,262144,64,27478,1810282084,4,9708309,435,10,10,6579,231,1,576,274384,1,10753,10,0,105997200,1154,1,4,261,33946978,7,135723308,9,5051,4275,2,1373,576,11750775,550953,604465183,576,625,3,1,2,2,651,3,601663866,573010539,22951210,34595582,34628350,3,1,1798970296,73389,73389,2,2,2,34595586,6,3,83969,825096,439280,8316,5039,601663866,266068,11312006,2549
15085.03,80,262144,64,44632,2940435166,6,24034100,894,21,21,6579,334,9,576,856213,1,17456,20,1,110980458,1154,1,4,261,55268756,7,220945692,19,8009,124375,2,31576,576,34117610,10141526,964125757,576,625,3,1,2,2,651,3,959349288,929054651,71841914,56337089,56337089,3,1,2928676692,73389,73389,2,2,2,56320709,6,3,140736,5596877,1343465,28543,7986,959349288,827670,32773745,2549
20109.54,160,262144,64,61057,4023439936,8,49863737,1437,25,25,6579,444,24,576,1416649,1,23893,21,2,115396614,1154,1,4,261,75666683,7,302537408,20,10845,336527,2,31613,576,54767360,28294558,1306874438,576,625,3,1,2,2,651,3,1300200539,1269761102,139482131,77140390,77189542,3,1,4011300312,73389,73389,2,2,2,77140394,6,3,199628,12581564,2197313,74030,10818,1300200539,1342619,52569658,2549
25114.14,209,262144,64,75342,4964942802,24,72915539,1762,25,25,6579,537,28,576,1790812,1,29516,21,2,116928996,1154,1,4,261,93369896,7,373479584,20,13299,357137,2,31613,576,69157342,31217957,1604253489,576,625,3,1,2,2,651,3,1595998676,1566263018,182785061,95273543,95273543,3,1,4954224268,73389,73389,2,2,2,95273547,6,3,225765,14549222,2670769,88418,13272,1595998676,1702394,66486859,2549
30132.93,227,262144,64,86432,5695489568,24,75741737,2043,31,31,6579,606,32,576,1958990,1,33960,21,2,116928996,1154,1,4,261,107499901,7,429935264,20,15189,360826,2,31613,576,76392497,32084994,1834516246,576,625,3,1,2,2,651,3,1825142449,1796334751,193710906,109329683,109329683,3,1,5685143548,73389,73389,2,2,2,109329687,6,3,248994,15249473,2923411,95012,15156,1825142449,1863978,73469737,2549
35158.69,260,262144,64,100069,6594223456,30,86003093,2359,37,37,6579,694,41,576,2264001,1,39319,21,2,116928996,1154,1,4,261,124475390,7,497836920,20,17538,392787,2,31613,576,88242388,34007476,2117980869,576,625,3,1,2,2,651,3,2107155145,2079050494,218985473,126572067,126637603,3,1,6581747516,73389,73389,2,2,2,126572071,6,3,277764,16709068,3388557,105433,17499,2107155145,2158568,84856558,2549
40175.87,331,262144,64,117733,7756894948,30,95444542,2745,37,37,6579,807,52,576,2835321,1,46257,21,2,116928996,1154,1,4,261,146468594,7,585874376,20,20598,442932,2,31613,576,109097432,38174969,2490265435,576,625,3,1,2,2,651,3,2477386303,2445664975,254947660,148934451,148950835,3,1,7744591484,73389,73389,2,2,2,148934455,6,3,295753,19581132,4037298,124705,20559,2477386303,2710616,105062875,2549
45215.34,396,262144,64,134275,8847893212,30,105446138,3132,37,37,6579,912,60,576,3375212,1,52737,21,2,117218580,1154,1,4,261,166928532,7,667714128,20,23444,483473,2,31613,576,129402040,42122540,2835137105,576,625,3,1,2,2,651,3,2820379246,2788957142,290691022,169899433,169915817,3,1,8833066612,73389,73389,2,2,2,169866669,6,3,324012,22245681,4730741,143245,23405,2820379246,3231967,124672250,2549
50219.96,424,262144,64,145824,9608545134,36,114368983,3413,37,37,6579,990,99,576,3588931,1,57289,21,2,117218580,1154,1,4,261,181366278,7,725465112,20,25437,521037,2,31613,576,138101777,43464730,3076742246,576,625,3,1,2,2,651,3,3060780121,3028668741,310336617,184545397,184545397,3,1,9596360676,73389,73389,2,2,2,184545401,6,3,331341,23287794,4934630,150633,25398,3060780121,3438298,133167036,2549
