timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.20,83,262144,64,20865,1374418986,9,13586438,351,10,10,2005,184,4,576,556365,0,8,8119,13,1,103837386,1154,1,4,7203,25645718,26,102582872,12,3936,24756,2,10630,576,19263047,2991729,470180165,576,2174,0,3,1,2,2,8704,3,467778431,435812587,37339843,26207862,26207862,3,1,1361956888,73389,73389,2,2,2,26191482,18,3,114537,2474816,1086928,19926,3924,467778431,536439,18174206,11933
10025.25,83,262144,64,36267,2390983728,9,13913705,592,10,10,2005,287,4,576,643776,0,8,14231,13,1,111016656,1154,1,4,7203,45013197,26,180052788,12,6601,24896,2,10630,576,23728594,2991801,792671130,576,2174,0,3,1,2,2,8704,3,788834197,755987203,42462678,45769853,45769853,3,1,2380032388,73389,73389,2,2,2,45769857,18,3,118959,2684917,1137754,22997,6589,788834197,620779,22588927,11933
15030.11,171,262144,64,57976,3820280722,10,20883093,990,19,19,2005,422,19,576,1208897,0,8,22751,14,3,115662066,1154,1,4,7203,72066812,26,288267248,13,10298,74129,2,10671,576,45626725,6424741,1240946813,576,2174,0,3,1,2,2,8704,3,1234753185,1205917399,76210878,73257826,73274210,3,1,3809406984,73389,73389,2,2,2,73257830,18,3,160022,5244757,1895746,43756,10277,1234753185,1165141,43726758,11933
20034.47,220,262144,64,76706,5055576704,26,40834186,1321,27,27,2005,538,29,576,1544156,0,8,30159,14,3,115662066,1154,1,4,7203,95469672,26,381878688,13,13507,92570,2,10671,576,59814168,8139271,1631033542,576,2174,0,3,1,2,2,8704,3,1622908011,1594810229,113103753,97009803,97009803,3,1,5044509788,73389,73389,2,2,2,97009807,18,3,188211,6667730,2322333,55313,13478,1622908011,1488843,57486857,11933
25038.69,220,262144,64,90587,5970313442,26,41671718,1671,27,27,2005,628,29,576,1623343,0,8,35637,14,3,115662066,1154,1,4,7203,112823143,26,451292572,13,15893,92641,2,10671,576,63788449,8139321,1921044204,576,2174,0,3,1,2,2,8704,3,1911637878,1882853969,118213588,114596251,114596251,3,1,5959005084,73389,73389,2,2,2,114596255,18,3,188214,6857121,2353026,57986,15864,1911637878,1565357,61430544,11933
30043.94,220,262144,64,106032,6987560550,26,44766432,1818,28,28,2005,729,29,576,1728609,0,8,41687,14,3,116277432,1154,1,4,7203,131972461,26,527889844,13,18759,92864,2,10671,576,69026984,8139548,2268080907,576,2174,0,3,1,2,2,8704,3,2257108419,2205442296,126952933,134003482,134019866,3,1,6968181096,73389,73389,2,2,2,134003486,18,3,194477,7109043,2401492,61561,18729,2257108419,1667048,66620695,11933
35048.64,221,262144,64,122774,8091678080,29,51058325,1908,31,31,2005,838,29,576,1841922,0,8,48253,14,3,116567016,1154,1,4,7203,152813248,26,611252992,13,21739,93103,2,10671,576,74427687,8139901,2628836495,576,2174,0,3,1,2,2,8704,3,2616235435,2554045186,139073898,155159039,155159039,3,1,8068270060,73389,73389,2,2,2,155159043,18,3,206384,7379921,2476582,65292,21706,2616235435,1776630,71946414,11933
40053.17,223,262144,64,139132,9169700704,30,54563799,1946,32,32,2005,945,29,576,1942880,0,8,54672,14,3,116567016,1154,1,4,7203,173135158,26,692476072,13,24682,93351,2,10671,576,79338628,8140006,2985263460,576,2174,0,3,1,2,2,8704,3,2971079272,2894351930,147879629,175819202,175819202,3,1,9142598536,73389,73389,2,2,2,175819206,18,3,222560,7628134,2534555,68767,24648,2971079272,1874113,76799637,11933
45057.73,223,262144,64,152670,10061041578,32,58502091,2223,33,33,2005,1029,29,576,2022280,0,8,59948,14,3,116567016,1154,1,4,7203,189811645,26,759246580,13,27088,93513,2,10671,576,83309023,8140149,3277951474,576,2174,0,3,1,2,2,8704,3,3262475844,3175976737,156094685,192896031,192896031,3,1,10030593644,73389,73389,2,2,2,192896035,18,3,234711,7823811,2580565,71522,27053,3262475844,1950758,80724115,11933
50078.15,271,262144,64,168892,11129487676,32,62321836,2617,40,40,2005,1140,39,576,2350779,0,8,66375,14,3,116904864,1154,1,4,7203,210175321,26,840571952,13,29983,108341,2,10671,576,95866392,10046798,3626997020,576,2174,0,3,1,2,2,8704,3,3609783901,3512909181,175265183,213421248,213421248,3,1,11097052960,73389,73389,2,2,2,213404868,18,3,281945,9314647,3105442,83142,29941,3609783901,2267637,92756085,11933
