timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5032.30,106,262144,64,19969,1315952116,5,13374467,441,13,13,1087,177,14,576,735854,0,20,7818,16,2,103801188,1154,1,4,3495,24714938,21,98665888,15,3791,58947,2,3973,576,25539225,4630447,453233448,576,2226,0,3,1,2,2,5149,3,450775534,417572560,45562402,25099783,25099783,3,1,1305188748,73389,73389,2,2,2,25099787,26,3,92231,3499412,1300544,24719,3776,450775534,711135,24238197,11150
10037.97,124,262144,64,34536,2275320768,12,24861976,772,13,13,1087,259,19,576,974369,0,20,13523,16,2,108181146,1154,1,4,3495,42774114,21,171096456,15,6260,71069,2,3973,576,34895971,5719862,754471280,576,2226,0,3,1,2,2,5149,3,750552227,719656123,68169775,43548550,43548550,3,1,2264524632,73389,73389,2,2,2,43548554,26,3,103046,4400265,1534534,32391,6245,750552227,941978,33361033,11150
15044.56,124,262144,64,50287,3313273456,12,27265768,874,14,14,1087,362,19,576,1086590,0,20,19754,16,2,111969870,1154,1,4,3495,62524423,21,250033076,15,8999,71470,2,3973,576,40054247,5719968,1086402395,576,2226,0,3,1,2,2,5149,3,1080991533,1046260675,76155448,63514552,63514552,3,1,3302756736,73389,73389,2,2,2,63514556,26,3,108994,4665546,1591987,35875,8983,1080991533,1050715,38462305,11150
20049.56,130,262144,64,65793,4335724860,12,30658296,1057,14,14,1087,484,19,576,1215556,0,20,25893,16,2,115686198,1154,1,4,3495,81873018,21,327492072,15,11664,72444,2,3973,576,46360270,5720310,1405239284,576,2226,0,3,1,2,2,5149,3,1398314046,1368090471,86331689,83173132,83173132,3,1,4325002896,73389,73389,2,2,2,83173136,26,3,119893,4966170,1668067,40004,11648,1398314046,1175552,44692285,11150
25058.77,137,262144,64,81212,5351895464,12,33312033,1264,14,14,1087,577,19,576,1382314,0,20,31960,16,2,116928996,1154,1,4,3495,101098161,21,404392644,15,14296,74001,2,3973,576,53344860,5726535,1725852131,576,2226,0,3,1,2,2,5149,3,1717412779,1688150739,96543973,102704958,102704958,3,1,5340657848,73389,73389,2,2,2,102704962,26,3,126837,5331170,1760929,44588,14280,1717412779,1337726,51585121,11150
30067.23,145,262144,64,95805,6313221438,12,35776455,1470,14,14,1087,670,28,576,1561197,0,20,37711,16,2,116928996,1154,1,4,3495,119318013,21,477207424,15,16798,75921,2,3973,576,60531480,5743871,2029367038,576,2226,0,3,1,2,2,5149,3,2019472391,1990733651,106809008,121200718,121200718,3,1,6302437368,73389,73389,2,2,2,121200722,26,3,130911,5722577,1848491,49525,16782,2019472391,1511672,58684211,11150
35073.57,173,262144,64,109870,7239703084,12,37842444,1663,14,14,1087,762,32,576,1755076,0,20,43249,16,2,117218580,1154,1,4,3495,136877281,21,547509124,15,19213,77793,2,3973,576,68043518,5781526,2322052941,576,2226,0,3,1,2,2,5149,3,2310748008,2282268286,117046103,139010509,139026893,3,1,7228546500,73389,73389,2,2,2,139010513,26,3,137047,6147017,1957593,54608,19197,2310748008,1700468,66087079,11150
40088.90,198,262144,64,123865,8160969778,12,39353639,1845,14,14,1087,857,35,576,1957717,0,20,48759,16,2,117508164,1154,1,4,3495,154327295,21,617244532,15,21624,80261,2,3973,576,76095963,5827968,2613588232,576,2226,0,3,1,2,2,5149,3,2600868496,2572531380,127311215,156726314,156742698,3,1,8149768360,73389,73389,2,2,2,156726318,26,3,142137,6587107,2066930,59728,21608,2600868496,1897989,74030274,11150
45100.28,220,262144,64,137104,9034573552,12,40497187,2000,14,14,1087,926,38,576,2181060,0,20,53971,16,2,117508164,1154,1,4,3495,170859913,21,683439652,15,23864,83040,2,3973,576,84485314,5925278,2888838821,576,2226,0,3,1,2,2,5149,3,2874787891,2847603405,137621722,173528045,173528045,3,1,9022606404,73389,73389,2,2,2,173511665,26,3,148271,7059200,2203397,65005,23848,2874787891,2116055,82283934,11150
50111.43,249,262144,64,149149,9828370828,13,42395359,2118,16,16,1087,1010,40,576,2405771,0,20,58724,16,2,117508164,1154,1,4,3495,185941113,21,743699876,15,25944,86950,2,3973,576,93064687,6163471,3139956678,576,2226,0,3,1,2,2,5149,3,3124645124,3097440918,148912891,188792283,188792283,3,1,9817198748,73389,73389,2,2,2,188792287,26,3,149373,7565696,2343734,70350,25926,3124645124,2335421,90723133,11150
55122.11,278,262144,64,161235,10625711766,15,47218856,2213,17,17,1087,1089,42,576,2633226,0,20,63502,16,2,117508164,1154,1,4,3495,201041717,21,804166868,15,28012,90596,2,3973,576,101799471,6455914,3390042133,576,2226,0,3,1,2,2,5149,3,3373469678,3348115300,163428140,204123772,204140156,3,1,10614436176,73389,73389,2,2,2,204123776,26,3,157275,8092126,2517911,75811,27993,3373469678,2557415,99284078,11150
60134.19,304,262144,64,173419,11427351616,15,47765730,2297,17,17,1087,1175,43,576,2860249,0,20,68310,16,2,117508164,1154,1,4,3495,216253508,21,865014032,15,30137,94794,2,3973,576,110648834,6744603,3645595194,576,2226,0,3,1,2,2,5149,3,3627738806,3600870233,173732768,219552294,219552294,3,1,11416719320,73389,73389,2,2,2,219552298,26,3,161445,8621265,2687672,81346,30118,3627738806,2778903,107964545,11150
65145.71,326,262144,64,185414,12216641360,15,48502958,2403,17,17,1087,1245,47,576,3085060,0,20,73003,16,2,117508164,1154,1,4,3495,231149942,21,924535104,15,32178,97513,2,3973,576,119304856,7023397,3895005997,576,2226,0,3,1,2,2,5149,3,3875908622,3849534147,184021184,234710480,234710480,3,1,12204093024,73389,73389,2,2,2,234694100,26,3,165173,9129166,2828481,86810,32159,3875908622,2998250,116479189,11150
70158.37,356,262144,64,197100,12987176664,16,50750476,2553,18,18,1087,1318,49,576,3297613,0,20,77619,16,2,117508164,1154,1,4,3495,245777136,21,983108544,15,34183,100743,2,3973,576,127606036,7322152,4139572768,576,2226,0,3,1,2,2,5149,3,4119252586,4091823272,195431734,249530191,249546575,3,1,12975569964,73389,73389,2,2,2,249530195,26,3,174749,9630400,3006456,92098,34163,4119252586,3205515,124601979,11150
75168.61,371,262144,64,208853,13762139078,16,52347781,2739,18,18,1087,1397,50,576,3493033,0,20,82253,16,2,117508164,1154,1,4,3495,260429246,21,1041716984,15,36211,104288,2,3973,576,135518716,7509721,4384785452,576,2226,0,3,1,2,2,5149,3,4363245230,4335827189,205694537,264440014,264440014,3,1,13750880760,73389,73389,2,2,2,264440018,26,3,179611,10080585,3142394,97053,36191,4363245230,3395980,132378973,11150
80180.66,397,262144,64,220424,14524824026,16,53219887,2860,18,18,1087,1471,52,576,3709129,0,20,86829,16,2,117508164,1154,1,4,3495,274938150,21,1099687892,15,38195,106387,2,3973,576,144110312,7745457,4626108752,576,2226,0,3,1,2,2,5149,3,4603352051,4575866706,215988493,279114428,279114428,3,1,14513950288,73389,73389,2,2,2,279114432,26,3,186631,10567179,3295213,102407,38175,4603352051,3606722,140818246,11150
85192.52,428,262144,64,231858,15278844258,17,54909515,2966,19,19,1087,1544,54,576,3940721,0,20,91354,16,2,117508164,1154,1,4,3495,289234851,21,1156939404,15,40172,108254,2,3973,576,152826195,8014577,4865533091,576,2226,0,3,1,2,2,5149,3,4841555228,4813313959,227288945,293622843,293639227,3,1,15268387868,73389,73389,2,2,2,293622847,26,3,191026,11085683,3443642,107841,40151,4841555228,3832880,149386581,11150
90200.29,496,262144,64,244689,16123802916,17,55696758,3081,19,19,1087,1629,56,576,4160248,0,20,96412,16,2,117508164,1154,1,4,3495,305248712,21,1220994848,15,42405,111395,2,3973,576,161479015,8228133,5135711116,576,2226,0,3,1,2,2,5149,3,5110401763,5079465681,237569759,309864088,309864088,3,1,16112932608,73389,73389,2,2,2,309864092,26,3,193712,11594802,3619901,113499,42384,5110401763,4046749,157864778,11150
