timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5034.54,35,262144,64,9511,626824102,10,14510588,267,15,15,1941,110,2,576,275835,8,3675,14,281,100651962,1154,1,4,7698,11534205,27,46072064,13,1993,19347,2,37940,576,9547309,2033349,234879229,576,707,3,1,2,2,9089,3,233676611,200634738,26639320,11846459,11846459,3,1,616015900,73389,73389,2,2,2,11846463,18,3,111161,1472027,634122,10326,1976,233676611,265509,8912262,4368
10069.53,88,262144,64,21677,1429456184,10,20609329,551,15,15,1941,175,16,576,677295,8,8487,14,281,105973068,1154,1,4,7698,26860523,27,107377640,13,4058,77772,2,37940,576,24518209,5385787,488696357,576,707,3,1,2,2,9089,3,486093286,453082077,52340832,27268060,27284444,3,1,1417939152,73389,73389,2,2,2,27268064,18,3,125328,3782482,1082623,24446,4041,486093286,652849,23433564,4368
15100.01,153,262144,64,34378,2265303928,11,27846729,838,16,16,1941,271,23,576,1083464,8,13499,14,281,108169080,1154,1,4,7698,42676045,27,170639408,13,6269,131825,2,37940,576,39530034,8746671,752471424,576,707,3,1,2,2,9089,3,748388588,716274720,79052004,43366167,43382551,3,1,2255040716,73389,73389,2,2,2,43366171,18,3,148891,6101306,1608916,38607,6251,748388588,1044857,37918767,4368
20133.68,205,262144,64,46382,3056534888,11,34283420,1153,16,16,1941,345,29,576,1479925,8,18223,14,281,110678808,1154,1,4,7698,57660429,27,230576988,13,8327,163353,2,37940,576,54501061,11901764,1002160267,576,707,3,1,2,2,9089,3,996691955,965405319,104701730,58564869,58579094,3,1,3045373220,73389,73389,2,2,2,58564873,18,3,167170,8284648,2080960,52085,8309,996691955,1427840,52413645,4368
25175.60,257,262144,64,58364,3846649838,12,41462704,1448,17,17,1941,426,32,576,1866331,8,22950,14,281,112573170,1154,1,4,7698,72615415,27,290267836,13,10397,204587,2,37940,576,69548868,15211256,1252965933,576,707,3,1,2,2,9089,3,1246105043,1214203896,131215839,73767445,73767445,3,1,3835907172,73389,73389,2,2,2,73767449,18,3,180623,10645754,2535136,66737,10378,1246105043,1799594,67004365,4368
30202.69,318,262144,64,71303,4698686384,12,47073092,1734,17,17,1941,503,39,576,2270107,8,28037,14,281,115094964,1154,1,4,7698,88675800,27,354703200,13,12590,262563,2,37940,576,85210861,18698956,1520706224,576,707,3,1,2,2,9089,3,1512360395,1482636743,157047322,90139762,90156146,3,1,4687267656,73389,73389,2,2,2,90139766,18,3,197101,13027821,3018600,81096,12571,1512360395,2189011,82180708,4368
35222.94,394,262144,64,85783,5651738038,14,53253158,2084,20,20,1941,604,49,576,2733117,8,33742,14,281,116337762,1154,1,4,7698,106781754,27,426997512,13,15089,328500,2,37940,576,102268512,22455352,1822229729,576,707,3,1,2,2,9089,3,1812208832,1782587428,185285475,108486351,108486351,3,1,5641290284,73389,73389,2,2,2,108486355,18,3,230841,15660802,3659046,101586,15067,1812208832,2631531,98595546,4368
40248.85,462,262144,64,101108,6661374212,14,61338451,2440,20,20,1941,701,51,576,3220704,8,39748,14,281,116928996,1154,1,4,7698,125841040,27,503299412,13,17725,386152,2,37940,576,120027178,26107729,2141640038,576,707,3,1,2,2,9089,3,2129856388,2100365857,216008545,127881072,127897456,3,1,6649815776,73389,73389,2,2,2,127881076,18,3,256383,18300854,4273334,118562,17703,2129856388,3102142,115737812,4368
45269.75,541,262144,64,116482,7674318178,15,70332609,2807,21,21,1941,805,57,576,3693017,8,45799,14,281,117218580,1154,1,4,7698,145057877,27,580102208,13,20367,421074,2,37940,576,137761296,29741639,2461393525,576,707,3,1,2,2,9089,3,2447861515,2419201864,247669767,147357713,147390481,3,1,7662601108,73389,73389,2,2,2,147357717,18,3,284407,20917509,4872071,136393,20344,2447861515,3556624,132873636,4368
50296.00,602,262144,64,130906,8625835498,16,87215989,3262,30,30,1941,891,62,576,4162800,8,51451,18,283,117508164,1154,1,4,7698,162949549,27,651668844,17,22843,557714,2,38044,576,155698270,40518830,2762220073,576,707,3,1,2,2,9089,3,2747048475,2718917962,295704966,165615461,165664613,3,1,8612004004,73389,73389,2,2,2,165615465,18,3,330794,25589934,5596043,164569,22812,2747048475,3998231,150087202,4368
55340.87,680,262144,64,145752,9604731492,24,113598831,3751,35,35,1941,988,79,576,4623825,8,57321,20,283,117508164,1154,1,4,7698,181499079,27,725802396,19,25395,769262,2,38081,576,174389947,58149583,3070852282,576,707,3,1,2,2,9089,3,3053971032,3026639473,361871886,184514344,184530728,3,1,9594745920,73389,73389,2,2,2,184514348,18,3,378103,32194894,6294182,181764,25358,3053971032,4442061,168079525,4368
