timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.62,0,262144,64,9457,623273092,0,1390336,299,1,1,14631,83,0,576,88990,1,3582,4,0,100639896,1154,1,4,353,11373309,6,45493236,3,1904,501,2,25,576,3396925,170,232179834,576,178,3,1,2,2,798,3,231145286,199506625,5101361,11772731,11772731,3,1,612182044,73389,73389,2,2,2,11772735,5,3,92360,198058,197053,2499,1901,231145286,86491,3199944,1416
10013.66,0,262144,64,16320,1075882170,0,4115452,495,1,1,14631,147,0,576,130303,1,6359,4,0,103475406,1154,1,4,353,20158285,6,80633140,3,3118,543,2,25,576,5571811,269,373742489,576,178,3,1,2,2,798,3,372046650,342148051,10163864,20461396,20461396,3,1,1063992624,73389,73389,2,2,2,20461400,5,3,93999,301282,213786,3997,3115,372046650,126306,5357946,1416
15039.28,29,262144,64,25977,1711586766,0,8008822,730,6,6,14631,230,2,576,344799,1,10195,9,0,106298850,1154,1,4,353,32156134,6,128560100,8,4819,14567,2,4242,576,13574729,1610008,574799983,576,178,3,1,2,2,798,3,572063478,541744933,24220923,32713581,32746349,3,1,1701106244,73389,73389,2,2,2,32713585,5,3,106811,1423912,472685,10976,4811,572063478,333823,13101374,1416
20063.52,66,262144,64,37366,2461740862,1,16655265,1031,6,6,14631,279,6,576,734899,1,14659,9,0,109436010,1154,1,4,353,46384995,6,185475244,8,6742,70219,2,4242,576,28840971,4809557,813713533,576,178,3,1,2,2,798,3,809670567,777983077,52378624,47146553,47146553,3,1,2451620788,73389,73389,2,2,2,47146557,5,3,129696,3558190,954444,23729,6734,809670567,711170,27885051,1416
25110.53,128,262144,64,48777,3213650466,1,23547816,1352,7,7,14631,361,17,576,1115778,1,19141,10,0,112271520,1154,1,4,353,60574420,6,242168316,9,8713,118550,2,19433,576,44188750,8021762,1051147529,576,178,3,1,2,2,798,3,1045782584,1014713921,78853128,61577366,61610134,3,1,3202023064,73389,73389,2,2,2,61577370,5,3,145952,5706547,1415497,36840,8705,1045782584,1078938,42769789,1416
30128.51,164,262144,64,58211,3836610764,8,35375388,1624,13,13,14631,424,26,576,1351563,1,22881,10,0,115686198,1154,1,4,353,72365938,6,289463752,9,10343,151378,2,19433,576,53932844,9864660,1247349162,576,178,3,1,2,2,798,3,1240946183,1211062423,102964925,73579029,73579029,3,1,3826109540,73389,73389,2,2,2,73579033,5,3,180720,7034518,1795046,44938,10328,1240946183,1306625,52135597,1416
35151.83,215,262144,64,70180,4625077390,9,42502369,1922,14,14,14631,505,32,576,1740595,1,27608,10,0,116615280,1154,1,4,353,87360830,6,349443320,9,12408,186191,2,19433,576,68887815,13178460,1496621472,576,178,3,1,2,2,798,3,1488846535,1459331230,129323168,88722546,88738930,3,1,4613572424,73389,73389,2,2,2,88722550,5,3,193020,9316536,2256117,60897,12392,1488846535,1679698,66628595,1416
40175.35,269,262144,64,82651,5446793002,9,48763587,2232,14,14,14631,579,43,576,2153550,1,32472,10,0,117218580,1154,1,4,353,102782044,6,411063392,9,14558,221923,2,19433,576,83847499,16459180,1758690171,576,178,3,1,2,2,798,3,1749487901,1718060094,154874742,104527456,104543840,3,1,5434575776,73389,73389,2,2,2,104511076,5,3,205534,11601998,2726288,81348,14542,1749487901,2072202,81119241,1416
45193.13,327,262144,64,94718,6239811926,9,56134600,2527,15,15,14631,660,49,576,2549984,1,37230,10,0,117218580,1154,1,4,353,117870437,6,471352388,9,16602,263929,2,19433,576,98837320,19670167,2006820466,576,178,3,1,2,2,798,3,1996243507,1967751563,181504937,119790423,119790423,3,1,6229102028,73389,73389,2,2,2,119790427,5,3,214873,13820162,3176210,94824,16585,1996243507,2455160,95658165,1416
50218.55,420,262144,64,106764,7034265972,11,64613307,2821,16,16,14631,736,53,576,2939701,1,41992,10,0,117218580,1154,1,4,353,132899319,6,531597276,9,18677,302322,2,19433,576,113802603,22757501,2257715214,576,178,3,1,2,2,798,3,2245754515,2217680496,208896294,135042151,135074919,3,1,7021339916,73389,73389,2,2,2,135025771,5,3,226228,15974414,3621916,108514,18660,2245754515,2831187,110178113,1416
