timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.67,99,262144,64,10735,707016034,8,13434523,292,9,9,2862,110,2,576,318025,5,4029,12,1,100627830,1154,1,4,1216,12762739,17,51050956,11,2139,35149,2,22599,576,9959865,2092985,254859064,576,2533,3,1,2,2,2994,3,253571019,225881395,26314401,13386555,13386555,3,1,696100892,73389,73389,2,2,2,13386559,21,3,97400,1652396,757081,10467,2128,253571019,307558,9200990,12409
10025.45,99,262144,64,18589,1224547156,8,15524109,540,9,9,2862,160,2,576,370061,5,7192,12,1,103439208,1154,1,4,1216,22734430,17,90937720,11,3515,35357,2,22599,576,12753620,2093141,421511646,576,2533,3,1,2,2,2994,3,419460397,388762041,31399430,23336788,23336788,3,1,1213513008,73389,73389,2,2,2,23336792,21,3,99575,1779218,781432,12358,3504,419460397,357703,11970507,12409
15031.60,99,262144,64,26586,1750846626,8,17599497,789,9,9,2862,210,2,576,420905,5,10317,12,1,105647286,1154,1,4,1216,32711218,17,130844872,11,4897,35494,2,22599,576,15551836,2093237,589155229,576,2533,3,1,2,2,2994,3,586337695,554325884,36468023,33471563,33471563,3,1,1740521308,73389,73389,2,2,2,33471567,21,3,101810,1902813,815429,14184,4886,586337695,406721,14734855,12409
20036.51,99,262144,64,35529,2341001316,8,19212038,1078,9,9,2862,282,2,576,484055,5,13872,12,1,109423944,1154,1,4,1216,43887409,17,175549636,11,6467,35707,2,22599,576,18787223,2093356,776380256,576,2533,3,1,2,2,2994,3,772692031,740059393,41556247,44822184,44822184,3,1,2330753600,73389,73389,2,2,2,44822188,21,3,107741,2055435,855109,16313,6456,772692031,467742,17930941,12409
25043.06,101,262144,64,45068,2969925878,8,20635003,1382,9,9,2862,343,2,576,552672,5,17616,12,1,112850688,1154,1,4,1216,55736907,17,222924540,11,8086,35897,2,22599,576,22198085,2093501,973130927,576,2533,3,1,2,2,2994,3,968540241,938015921,46647415,56920436,56920436,3,1,2959862704,73389,73389,2,2,2,56920440,21,3,108618,2218930,884595,18652,8075,968540241,534020,21312471,12409
30047.46,101,262144,64,51664,3404397346,8,23312280,1578,9,9,2862,388,2,576,590675,5,20216,12,1,113466054,1154,1,4,1216,63997095,17,255923572,11,9212,36002,2,22599,576,24433350,2093594,1109194963,576,2533,3,1,2,2,2994,3,1103981082,1074870113,51711346,65269355,65269355,3,1,3394006492,73389,73389,2,2,2,65269359,21,3,111113,2314958,908110,20136,9201,1103981082,570539,23524363,12409
35091.41,125,262144,64,60420,3981078138,8,27718667,1834,13,13,2862,434,6,576,783132,5,23728,12,1,115058766,1154,1,4,1216,75042253,17,300169012,11,10717,51077,2,22599,576,32342789,3362235,1293508311,576,2533,3,1,2,2,2994,3,1287359121,1256528345,65797568,76341892,76358276,3,1,3968926448,73389,73389,2,2,2,76325512,21,3,134501,3300659,1209586,26586,10703,1287359121,756546,31130807,12409
40111.54,188,262144,64,72517,4777957504,9,36572836,2135,15,15,2862,517,15,576,1189428,5,28514,12,1,115999914,1154,1,4,1216,90182150,17,360663880,11,12797,98187,2,22599,576,47590078,6582310,1544799055,576,2533,3,1,2,2,2994,3,1537254184,1507163873,94093637,91682017,91714785,3,1,4767464916,73389,73389,2,2,2,91682021,21,3,161197,5546417,1740874,42559,12780,1537254184,1146869,45847498,12409
45137.89,241,262144,64,85146,5610353586,10,43477347,2442,15,15,2862,593,18,576,1613037,5,33480,12,1,116615280,1154,1,4,1216,105972111,17,423759376,11,14964,135409,2,22599,576,62990890,9829325,1808680429,576,2533,3,1,2,2,2994,3,1799680343,1769366883,120810619,107673184,107703793,3,1,5599005600,73389,73389,2,2,2,107673188,21,3,182621,7701541,2292493,57451,14947,1799680343,1555586,60696076,12409
50161.50,272,262144,64,94624,6235533838,14,52158727,2709,19,19,2862,653,22,576,1850087,5,37205,12,1,117508164,1154,1,4,1216,117786005,17,471014796,11,16582,147859,2,22599,576,72653025,11704561,2005271565,576,2533,3,1,2,2,2994,3,1995233823,1966442725,141597441,119695549,119695549,3,1,6224168580,73389,73389,2,2,2,119695553,21,3,207365,9020892,2637207,66698,16561,1995233823,1783389,70013846,12409
55188.81,322,262144,64,106596,7024836570,14,58505990,3004,19,19,2862,737,29,576,2236690,5,41940,12,1,117508164,1154,1,4,1216,132696224,17,530784896,11,18649,186492,2,22599,576,87632214,14877796,2254449552,576,2533,3,1,2,2,2994,3,2243024498,2214626470,167159798,134867516,134900284,3,1,7013110864,73389,73389,2,2,2,134867520,21,3,224647,11197044,3094313,82954,18629,2243024498,2153736,84536722,12409
60206.45,379,262144,64,118772,7826253782,14,64913492,3316,20,20,2862,818,31,576,2623055,5,46743,12,1,117508164,1154,1,4,1216,147928016,17,591647448,11,20744,238443,2,22599,576,102562534,18101782,2507718305,576,2533,3,1,2,2,2994,3,2494887641,2466962964,192761077,150302071,150318455,3,1,7815707724,73389,73389,2,2,2,150302075,21,3,242615,13438888,3568904,98695,20722,2494887641,2524360,98992018,12409
65242.94,433,262144,64,130601,8606148668,15,72399982,3628,20,20,2862,889,38,576,3006706,5,51375,12,1,117508164,1154,1,4,1216,162622602,17,650361056,11,22760,267174,2,22599,576,117556922,21176507,2753843854,576,2533,3,1,2,2,2994,3,2739654208,2712614503,219398892,165302006,165302006,3,1,8594852376,73389,73389,2,2,2,165285626,21,3,267982,15545637,4109110,111915,22738,2739654208,2894791,113445286,12409
70271.04,487,262144,64,142508,9390901976,16,80385413,3920,21,21,2862,966,45,576,3391008,5,56094,12,1,117508164,1154,1,4,1216,177605796,17,710293856,11,24804,312032,2,22599,576,132538223,24470306,3002198192,576,2533,3,1,2,2,2994,3,2986632189,2959828527,246507567,180386020,180386020,3,1,9379221104,73389,73389,2,2,2,180369640,21,3,285204,17832705,4591393,126512,24781,2986632189,3264496,127944402,12409
75291.24,563,262144,64,155021,10215345968,18,89405225,4238,24,24,2862,1047,55,576,3791398,5,61015,12,1,117508164,1154,1,4,1216,193175392,17,772701568,11,26963,354099,2,22599,576,148169112,27889535,3262995370,576,2533,3,1,2,2,2994,3,3245979150,3219246779,275969702,196223698,196223698,3,1,10202780360,73389,73389,2,2,2,196207318,21,3,303611,20129518,5091145,142782,26937,3245979150,3648616,143077176,12409
80316.70,628,262144,64,168967,11134016764,19,97958989,4591,25,25,2862,1138,69,576,4228926,5,66488,12,1,117508164,1154,1,4,1216,210514376,17,841992832,11,29355,383926,2,22599,576,165190141,31380277,3553036930,576,2533,3,1,2,2,2994,3,3534413832,3508454434,305869904,213894225,213910609,3,1,11121647764,73389,73389,2,2,2,213877845,21,3,325151,22549306,5667593,158285,29328,3534413832,4070641,159522939,12409
85345.50,678,262144,64,183363,12081539262,19,106633298,4970,25,25,2862,1231,75,576,4683481,5,72159,12,1,117508164,1154,1,4,1216,228489683,17,913829360,11,31841,431331,2,22599,576,183038380,34793758,3854495079,576,2533,3,1,2,2,2994,3,3834202259,3806812953,337341397,232126126,232126126,3,1,12070558584,73389,73389,2,2,2,232126130,21,3,350260,24970772,6270749,177056,31814,3834202259,4506425,176767787,12409
90362.41,742,262144,64,197873,13038728876,19,114494851,5324,25,25,2862,1325,83,576,5152971,5,77896,12,1,117508164,1154,1,4,1216,246683270,17,986733080,11,34338,464418,2,22599,576,200727367,38333303,4157449223,576,2533,3,1,2,2,2994,3,4135477770,4108054027,367602262,250514946,250531330,3,1,13026777224,73389,73389,2,2,2,250514950,21,3,367991,27458088,6799226,207279,34311,4135477770,4945692,193927400,12409
95401.80,814,262144,64,211989,13969530204,23,136215439,5769,36,36,2862,1414,92,576,5618712,5,83395,21,3,117508164,1154,1,4,1216,264076319,17,1056176188,20,36812,584199,2,24516,576,218801771,49091010,4456629660,576,2533,3,1,2,2,2994,3,4433014926,4401609233,420583376,268416564,268416564,3,1,13957661360,73389,73389,2,2,2,268416568,21,3,421816,31998015,7567819,224574,36775,4433014926,5394138,211235850,12409
100442.89,887,262144,64,226405,14918713336,26,158264350,6269,38,38,2862,1510,98,576,6087628,5,89066,21,3,117508164,1154,1,4,1216,282064947,17,1128195184,20,39337,734834,2,24516,576,237509872,66192154,4761704202,576,2533,3,1,2,2,2994,3,4736423969,4700737589,481090574,286629922,286660531,3,1,14903904008,73389,73389,2,2,2,286613542,21,3,478394,38312002,8315786,241596,39297,4736423969,5846032,229195569,12409
105475.81,958,262144,64,241312,15900653812,31,182608640,6749,43,43,2862,1604,101,576,6562572,5,94956,21,3,117508164,1154,1,4,1216,300739918,17,1202895064,20,41912,915823,2,24516,576,257116125,84608984,5073950294,576,2533,3,1,2,2,2994,3,5046954414,5010019084,546816665,305518898,305518898,3,1,15886982728,73389,73389,2,2,2,305518902,21,3,529352,45244693,9088229,259407,41867,5046954414,6303165,248024715,12409
110513.71,1029,262144,64,256955,16932421496,32,206159105,7241,47,47,2862,1708,118,576,7064782,5,101159,21,3,117508164,1154,1,4,1216,320368333,17,1281408784,20,44630,1093907,2,24516,576,277472316,104027888,5403212464,576,2533,3,1,2,2,2994,3,5374416292,5334931031,614557509,325314583,325347351,3,1,16915506380,73389,73389,2,2,2,325298203,21,3,583111,52770659,9877713,284528,44581,5374416292,6780254,267594725,12409
115535.65,1111,262144,64,273488,18021237224,37,233917833,7807,52,52,2862,1811,131,576,7588605,5,107629,21,3,117508164,1154,1,4,1216,340967015,17,1363803348,20,47488,1355256,2,24516,576,298749136,122877024,5749497191,576,2533,3,1,2,2,2994,3,5718796722,5677918062,686243605,346273976,346290360,3,1,18006246784,73389,73389,2,2,2,346273980,21,3,646961,60109405,10718304,308360,47434,5718796722,7280245,288029195,12409
120558.03,1196,262144,64,289742,19093047404,41,261330546,8346,56,56,2862,1918,146,576,8142253,5,114054,21,3,117508164,1154,1,4,1216,361235041,17,1444810936,20,50303,1867402,2,24516,576,319961515,142402753,6089922402,576,2533,3,1,2,2,2994,3,6057351230,6015450621,758230605,366856093,366905245,3,1,19076516868,73389,73389,2,2,2,366856097,21,3,712637,67857742,11572972,361539,50245,6057351230,7780714,308388735,12409
125583.75,1261,262144,64,305941,20159419072,45,289404310,8870,58,58,2862,2021,154,576,8679764,5,120437,21,3,117508164,1154,1,4,1216,381485385,17,1525941540,20,53129,2247777,2,24516,576,341190344,163589311,6433480470,576,2533,3,1,2,2,2994,3,6399030976,6351510717,832790556,387352860,387385628,3,1,20142348752,73389,73389,2,2,2,387352864,21,3,760519,75939626,12348056,381431,53070,6399030976,8298333,328843709,12409
130619.67,1329,262144,64,322375,21242748214,51,316332661,9379,65,65,2862,2131,164,576,9227519,5,126880,22,3,117508164,1154,1,4,1216,401837086,17,1607325188,21,56074,2461270,2,24531,576,362024189,183446343,6787300791,576,2533,3,1,2,2,2994,3,6750910454,6693571924,905404122,408076400,408141936,3,1,21219120864,73389,73389,2,2,2,408060020,21,3,822619,83447063,13212571,400978,56007,6750910454,8826541,348813989,12409
