timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5082.93,88,262144,64,16127,1062932072,6,24277124,529,22,22,128,145,15,576,603883,25,6256,20,13,103173756,1154,1,4,19166,19811932,30,79247728,19,3111,234567,2,62000,576,20549864,17301312,371402111,576,2851,3,1,2,2,20686,3,369405801,337820998,65153860,20225987,20225987,3,1,1051751356,73389,73389,2,2,2,20225991,23,3,112132,7508316,1277581,31942,3087,369405801,571941,19271215,12040
10087.58,151,262144,64,30789,2029745310,21,45279093,854,22,22,128,247,38,576,989900,25,12067,20,13,108157014,1154,1,4,19166,38113663,30,152390180,19,5646,264306,2,62000,576,35062541,20017872,676831862,576,2851,3,1,2,2,20686,3,673201389,642022282,104912834,38838150,38838150,3,1,2019583832,73389,73389,2,2,2,38838154,23,3,135338,9471836,1747444,46123,5622,673201389,943777,33314286,12040
15122.18,167,262144,64,42697,2814841672,21,47663829,1157,28,28,128,320,43,576,1154162,25,16767,20,13,109713528,1154,1,4,19166,53055581,30,212157848,19,7698,274620,2,62000,576,42236674,20787179,925376843,576,2851,3,1,2,2,20686,3,920546854,889181578,115680262,53928197,53928197,3,1,2803414308,73389,73389,2,2,2,53911817,23,3,162856,10200693,2017116,51998,7668,920546854,1102164,40217749,12040
20146.97,223,262144,64,56743,3739474834,27,58212437,1472,34,34,128,418,54,576,1462600,25,22305,20,13,111330372,1154,1,4,19166,70553817,30,282086176,19,10110,296981,2,62000,576,54232795,22865390,1215933330,576,2851,3,1,2,2,20686,3,1209744582,1180337903,141263066,71709538,71709538,3,1,3728044040,73389,73389,2,2,2,71693158,23,3,190215,11737591,2416821,63468,10074,1209744582,1399132,51815235,12040
25171.55,304,262144,64,74215,4891095796,29,67029004,1898,35,35,128,524,62,576,2013951,25,29165,20,13,113791836,1154,1,4,19166,92340016,30,369295360,19,13111,353567,2,62000,576,75039146,26920457,1581770227,576,2851,3,1,2,2,20686,3,1573457098,1542918669,176411545,93856327,93856327,3,1,4880529036,73389,73389,2,2,2,93856331,23,3,217184,14618149,3094235,82851,13074,1573457098,1931100,71943312,12040
30198.58,389,262144,64,90979,5995364056,29,75348591,2278,36,36,128,635,75,576,2548339,25,35786,20,13,115336284,1154,1,4,19166,113279049,30,453051624,19,15992,389751,2,62000,576,95303637,30793445,1930345179,576,2851,3,1,2,2,20686,3,1920107222,1890816830,210234706,115075705,115092089,3,1,5983936692,73389,73389,2,2,2,115075709,23,3,239878,17359821,3736483,101700,15954,1920107222,2446639,91565946,12040
35203.38,424,262144,64,102771,6772279074,36,85389427,2563,37,37,128,709,81,576,2770556,25,40430,20,13,115360416,1154,1,4,19166,127988881,30,511955524,19,18012,405117,2,62000,576,104148314,32036821,2176138705,576,2851,3,1,2,2,20686,3,2164667990,2135243039,231035702,130030806,130030806,3,1,6761601944,73389,73389,2,2,2,130030810,23,3,250492,18348281,3979143,109378,17973,2164667990,2661178,100166805,12040
40209.17,424,262144,64,112702,7426567966,36,87062239,2844,37,37,128,772,81,576,2831112,25,44340,20,13,115360416,1154,1,4,19166,140387047,30,561548188,19,19717,405284,2,62000,576,107336218,32036958,2383129660,576,2851,3,1,2,2,20686,3,2370724538,2341182772,236133385,142606353,142606353,3,1,7415530388,73389,73389,2,2,2,142606357,23,3,257824,18498665,4008919,111555,19678,2370724538,2719557,103324860,12040
45213.76,424,262144,64,124047,8173524762,36,87973363,3156,37,37,128,847,81,576,2902073,25,48803,20,13,115360416,1154,1,4,19166,154549563,30,618133416,19,21667,405549,2,62000,576,111242228,32037054,2619440077,576,2851,3,1,2,2,20686,3,2605958445,2576412675,241234668,156975948,156975948,3,1,8162749328,73389,73389,2,2,2,156975952,23,3,265724,18677707,4048999,114058,21628,2605958445,2788015,107191081,12040
50219.29,424,262144,64,137171,9037407950,36,88313246,3382,37,37,128,932,81,585,2992176,25,53970,20,13,116802020,1172,1,4,19166,170859462,30,683437848,19,23948,405891,2,62000,585,115686782,32037164,2895629507,585,2854,3,1,2,2,20686,3,2880897660,2848528512,246361127,173579800,173579800,3,1,9026149632,73389,73389,2,2,2,173579804,23,3,267702,18893833,4083234,116958,23909,2880897660,2875218,111601443,12062
