timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5039.52,93,262144,64,15332,1010806820,3,10231116,359,9,9,2762,146,14,576,552684,12,5983,12,0,103149624,1154,1,4,7856,18868031,21,75407520,11,2979,33085,2,15359,576,18937689,3771863,355022283,576,2363,3,1,2,2,9031,3,353096883,321394094,34409295,19218371,19234755,3,1,999355324,73389,73389,2,2,2,19218375,18,3,94033,2763293,1061106,18221,2968,353096883,534463,17874388,10997
10062.99,160,262144,64,30556,2012605192,3,17766644,715,9,9,2762,242,24,576,1033640,12,11986,12,0,106914216,1154,1,4,7856,37884693,21,151474100,11,5580,69888,2,15359,576,37090777,7393458,670996749,576,2363,3,1,2,2,9031,3,667318451,636785322,64921399,38490656,38523424,3,1,2001514144,73389,73389,2,2,2,38490660,18,3,114021,5344293,1620923,37485,5569,667318451,996155,35468801,10997
15083.08,242,262144,64,45758,3015181916,3,24916385,1088,9,9,2762,343,37,576,1522726,12,17926,12,0,111668220,1154,1,4,7856,56702078,21,226743684,11,8205,115848,2,15359,576,55983515,10986905,988843520,576,2363,3,1,2,2,9031,3,983406738,952467714,95724031,57780596,57780596,3,1,3004591024,73389,73389,2,2,2,57780600,18,3,139953,7942579,2221155,54207,8194,983406738,1468519,53759072,10997
20099.41,342,262144,64,61504,4053349894,3,32101552,1452,9,9,2762,443,47,576,2015183,12,24158,12,0,114141750,1154,1,4,7856,76436969,21,305683204,11,10913,151509,2,15359,576,74833844,14441386,1317817537,576,2363,3,1,2,2,9031,3,1310576598,1278999544,126410887,77750472,77750472,3,1,4041320640,73389,73389,2,2,2,77717708,18,3,153384,10456927,2754521,71967,10902,1310576598,1943216,72074152,10997
25141.86,417,262144,64,78038,5143522220,3,41471027,1845,17,17,2762,552,56,576,2527670,12,30669,18,1,116313630,1154,1,4,7856,97095179,21,388316092,17,13747,201326,2,29029,576,94791456,20288545,1660027704,576,2363,3,1,2,2,9031,3,1650909227,1622387805,163305146,98709421,98725805,3,1,5132889924,73389,73389,2,2,2,98709425,18,3,185353,13650206,3443872,89673,13728,1650909227,2437997,91342429,10997
30158.99,496,262144,64,94395,6220501962,11,61650465,2273,18,18,2762,654,75,576,3036050,12,37134,18,1,116615280,1154,1,4,7856,117525662,21,470037932,17,16545,269785,2,29029,576,114852524,28665691,1999521124,576,2363,3,1,2,2,9031,3,1988528139,1961282541,214570485,119433405,119433405,3,1,6209685124,73389,73389,2,2,2,119417025,18,3,216953,17620882,4083727,107045,16525,1988528139,2929005,110763523,10997
35179.99,575,262144,64,111133,7323705784,12,69083232,2619,19,19,2762,765,83,576,3554969,12,43722,18,1,117218580,1154,1,4,7856,138402908,21,553611632,17,19450,306153,2,29029,576,133832038,32329223,2350282406,576,2363,3,1,2,2,9031,3,2337363365,2308854508,246174312,140623889,140640273,3,1,7312442260,73389,73389,2,2,2,140623893,18,3,242851,20321500,4717587,124232,19429,2337363365,3430737,129110487,10997
40205.25,662,262144,64,127183,8381832904,14,77872591,2982,20,20,2762,873,88,576,4048580,12,50070,18,1,117218580,1154,1,4,7856,158504183,21,633887704,17,22209,356505,2,29029,576,152844655,36164230,2684851446,576,2363,3,1,2,2,9031,3,2670086984,2641880246,279053556,160995173,160995173,3,1,8371749028,73389,73389,2,2,2,160995177,18,3,266379,23022621,5343013,141380,22187,2670086984,3907200,147495578,10997
45226.81,741,262144,64,143687,9468796352,15,85812234,3349,21,21,2762,972,99,576,4573613,12,56561,18,1,117218580,1154,1,4,7856,179095781,21,716318616,17,25034,408976,2,29029,576,173115875,40098712,3029119145,576,2363,3,1,2,2,9031,3,3012462659,2983908825,312671119,181897222,181897222,3,1,9458655576,73389,73389,2,2,2,181897226,18,3,298286,25814098,6039473,159131,25011,3012462659,4414482,167069157,10997
50239.78,814,262144,64,159796,10528569952,16,96334112,3740,23,23,2762,1077,109,576,5096923,12,62866,18,1,117218580,1154,1,4,7856,199100546,21,796337412,17,27798,451132,2,29029,576,193674977,44146749,3364088997,576,2363,3,1,2,2,9031,3,3345591971,3317677554,349208599,202267235,202283619,3,1,10517044284,73389,73389,2,2,2,202250855,18,3,323089,28671763,6701290,176783,27773,3345591971,4920140,186966995,10997
